target	first_context	second_context	label	idx	pos	first_word	first_position	second_word	second_position																
artikel	Ud over maling og ting til både, handlede man med malervarer til huse, tøj, gaveartikler og artikler til sportsfiskeri	min mor .. arbejder på en fabrik, der laver elektroniske artikler	same_sense	551	sb.	artikler	(80, 88)	artikler	(57, 65)																
klipning	Annegretes gode hår trængte blot til en rigtig klipning, for at frisuren kunne få en bedre form	Janus Billeskov Jansen har inden for de seneste 15 år stået for klipningen af 27 spille- og TV-film	same_sense	5655	sb.	klipning	(47, 55)	klipningen	(64, 74)																
ocean	Solen driver vandets kredsløb. Fordampet vand fra oceanerne driver ind over bjergene og fortætter	Peter var til gengæld stresset som bare fanden, drak oceaner af kaffe, spiste ingen ting og vrissede, hvis vi sagde noget til ham	different_sense	8734	sb.	oceanerne	(50, 59)	oceaner	(53, 60)																
ben	alle insekter har tre par ben	En vinkel dannes af to halvlinier med samme begyndelsespunkt .. De to halvlinier kaldes henholdsvis vinklens højre og venstre ben	different_sense	875	sb.	ben	(26, 29)	ben	(126, 129)																
arsenal	På gruekedlens trælåg lå et arsenal af knive, skarpe og blinkende	Hun har et helt arsenal af vittigheder	same_sense	540	sb.	arsenal	(28, 35)	arsenal	(16, 23)																
spand	Hanne på 5 år og Eva på 4 sidder i sandkassen, travlt optaget af at bruge sandforme og spande	han kan takke mange spande kaffe og et godt familieliv for, at han kan klare strabadserne	different_sense	12379	sb.	spande	(87, 93)	spande	(20, 26)																
ret	Sy linningen .. Først fra vrangen, 1 cm inde og derefter fra retten lige i kanten	Begge modeller strikkes i et lille strukturmønster i ret og vrang	different_sense	10390	sb.	retten	(61, 67)	ret	(53, 56)																
loft	For boliglån kunne man forestille sig en løsning over 20 år ved at indføre et loft på 100.000 kroner pr. person i rentefradrag	Vi måler blyindholdet i blodet to gange på alle soldaterne under deres seks måneders tjeneste i Kosova, og viser tallene, at de nærmer sig vore grænseværdier, måler vi hver måned. Rammer værdierne loftet bliver soldaterne hjemsendt	same_sense	7152	sb.	loft	(78, 82)	loftet	(197, 203)																
ben	Han var så træt, at han næsten ikke kunne stå på benene	Der stod en gammel seng derinde. Med skrævende ben og en skjoldet madras	different_sense	870	sb.	benene	(49, 55)	ben	(47, 50)																
måltid	Med det sociale måltid vil Folkebevægelsen mod ensomhed modvirke ensomhed blandt unge og ældre i Danmark	Hendes far var en from mand, som bad bordbøn inden hvert måltid	same_sense	8475	sb.	måltid	(16, 22)	måltid	(57, 63)																
formue	Her bruger man en formue på mad til dig — og så gider du ikke æde det	Har du forresten set Margrethes nye aftenkåbe? Den må have kostet en formue	same_sense	2980	sb.	formue	(18, 24)	formue	(69, 75)																
vask	Tøj, som ikke tåler vask, sendes til rens	Vaskemaskinen tømmer sig selv efter hver vask	same_sense	15494	sb.	vask	(20, 24)	vask	(41, 45)																
godhed	Hun var godheden selv, og hun var uden svig, og du ved, hun var meget sød over for os børn	sættes der ikke stop for indvandringen af disse turister [: iranske flygtninge], må partierne til venstre for regeringen anvise de besparelser, denne godhed koster	same_sense	3722	sb.	godheden	(8, 16)	godhed	(150, 156)																
tilflugtssted	når der er krig i Europa, og mennesker flygter fra rædslerne, må også nogle af dem finde et tilflugtssted i Danmark	Svensk krigstjeneste blev Ottos tilflugtssted, da han flygtede over hals og hoved	different_sense	14443	sb.	tilflugtssted	(92, 105)	tilflugtssted	(32, 45)																
svingning	Tonehøjden eller frekvensen angives i Hertz (Hz), dvs. antal svingninger pr. sekund	svingninger i vesttysk økonomi får straks store virkninger andre steder	different_sense	13766	sb.	svingninger	(61, 72)	svingninger	(0, 11)																
ro	Lægerne sagde, at krisen var ovre, og at Rita nu trængte til fuldstændig ro	De offentlige udgifter skal holdes i ro. Der bliver ikke så meget som en eneste krone mere til offentligt forbrug i de kommende år	same_sense	10524	sb.	ro	(73, 75)	ro	(37, 39)																
udtryk	de få gange hvor der bare kræves et minimalt udtryk af følelser, fremstår Pierce Brosnan en smule ynkeligt	Han så ikke længere anklagende ud, nu havde han tværtimod et sørgmodigt, ja, næsten angst udtryk i ansigtet	different_sense	15258	sb.	udtryk	(45, 51)	udtryk	(90, 96)																
økonomi	de fremstormende økonomier i Sydøstasien	Som andre små foreninger har vi ikke økonomi til at betale for annoncering	different_sense	16122	sb.	økonomier	(17, 26)	økonomi	(37, 44)																
hjemsted	Holstebro skal være hjemsted for to store lavprisvarehuse	Politiet fastholder, at rockermiljøerne er hjemsted for organiseret kriminalitet	same_sense	4173	sb.	hjemsted	(20, 28)	hjemsted	(43, 51)																
kode	Windows .. gør det nemmere for PC-brugeren. Man skal ikke længere kunne så mange koder udenad	Når en datamat skal arbejde med tegnene, kan en alfa-numerisk kode repræsentere disse	same_sense	5802	sb.	koder	(81, 86)	kode	(62, 66)																
tv-skærm	billedformatet i serien [er] nu også blevet tilpasset vores moderne TV-skærme, så de sorte bjælker på skærmen er væk, og hovedpersonerne kommer til at synes tættere på	familien Danmark hygger sig foran tv-skærmen	different_sense	15066	sb.	TV-skærme	(68, 77)	tv-skærmen	(34, 44)																
status	en ægtefælle skal udøve en væsentlig arbejdsindsats i virksomheden for at opnå status som medarbejdende ægtefælle efter kildeskattelovens regler	Penge giver status. Det gør moral ikke	same_sense	12820	sb.	status	(79, 85)	status	(12, 18)																
bagdel	deres hund [har] fået en vaccination i bagdelen	kirken har bagdele, men også fordele	different_sense	608	sb.	bagdelen	(39, 47)	bagdele	(11, 18)																
struktur	Hos ældre ændrer øjenlinsens struktur sig og bliver tættere, og herved kan opfattelsen af farver ændres	Hun havde behov for .. at få struktur på sin dag	same_sense	13259	sb.	struktur	(29, 37)	struktur	(29, 37)																
betingelse	betingelserne for at gå på efterløn fra 60 år strammes	[de] indvilligede i mødet — hvis det kunne afvikles på deres betingelser: Kun otte skulle inviteres	same_sense	941	sb.	betingelserne	(0, 13)	betingelser	(61, 72)																
fedt	Kødfulde ænder uden så meget fedt, rigeligt med andesteg til 5-6 personer	Hjemme fik jeg et stk. rugbrød med fedt og spegepølse + 1 glas kærnemælk	different_sense	2411	sb.	fedt	(29, 33)	fedt	(35, 39)																
liv	4-5 måneder henne kan kvinden begynde at mærke fosterbevægelserne som små spjæt i underlivet — hun mærker liv	Hvis der er eller har været liv på Mars, kan vi tage det som et solidt vink om, at mennesket næppe er alene i Universet	same_sense	6989	sb.	liv	(87, 90)	liv	(28, 31)																
uheld	det forulykkede Boeing 747-fragtfly [var] forfulgt af uheld, siden det for tre år siden var impliceret i en hård nødlanding i New Yorks Kennedy-lufthavn	Aldrig begynde noget nyt den 13. Den dato bringer uheld	different_sense	15315	sb.	uheld	(54, 59)	uheld	(50, 55)																
skat	Husk, at renterne kan trækkes fra i skat	Det fine stel, jeg har arvet, er pludselig blevet en skat. Det har været min mormors, og nu bruger jeg det	different_sense	11711	sb.	skat	(36, 40)	skat	(53, 57)																
krav	Det står skralt til med rekruttering af nye ledertyper, der kan arbejde i takt med tidens krav	Konkursboet nedlagde et krav mod Midtbank på 25 mill. kr.	different_sense	6225	sb.	krav	(90, 94)	krav	(24, 28)																
bog	Min læsehest af en datter på 14 somre foretrækker fysiske bøger, mens jeg helst vil nøjes med min gamle Kindle. Den er mindre, lettere og har mange flere bøger at vælge imellem, når jeg er på ferie og på farten	Via et par klik på computeren kan du høre en bog hjemme i stuen	same_sense	1247	sb.	bøger	(58, 63)	bog	(45, 48)																
stang	[han] tog en stang og pirkede op i brændeknuderne	Kul i tynde stænger kan .. bruges som tegneredskab	different_sense	12784	sb.	stang	(13, 18)	stænger	(12, 19)																
tunge	Hovedet lignede en kæmpekrokodilles med lange skarpe tænder og en kløftet tunge som en slanges	Hovedretten .. var kogt tunge og som tilbehør kogte rodselleristave i en flødesauce	different_sense	14955	sb.	tunge	(74, 79)	tunge	(24, 29)																
hår	Ude på badeværelset børstede jeg mit hår, til det var blankt og skinnende	penslen hænges til tørre med hårene nedad	different_sense	4722	sb.	hår	(37, 40)	hårene	(29, 35)																
tåge	En klam tåge indhyllede byens krogede gyder og slørede de spredte gadelygter	intet er så nærende for myter, som historisk tåge	different_sense	15143	sb.	tåge	(8, 12)	tåge	(45, 49)																
forståelse	Indvandrere og flygtninge er nogle, man har stor forståelse for og medfølelse med — men på afstand	besparelserne sker i forståelse med alle medarbejdergrupper	different_sense	3072	sb.	forståelse	(49, 59)	forståelse	(21, 31)																
kunst	At lytte til og forstå børn og unge er en stor kunst. De har deres egne love og regler	Som alle folkeforførere kunne Jacobus kunsten at tale enkelt og ligefremt om det indviklede	same_sense	6442	sb.	kunst	(47, 52)	kunsten	(38, 45)																
fjende	Han byggede mange borge for at beskytte sig. Kong Erik havde nemlig mange fjender, som gerne ville have en ny konge	Vi forventer af de tyske myndigheder, at de sætter lovens fulde kraft ind på nedkæmpelse af demokratiets fjender	same_sense	2555	sb.	fjender	(74, 81)	fjender	(105, 112)																
hjerne	Hjernen består af tre dele. Storhjernen, lillehjernen og hjernestammen	Pessimisme beror på en sund hjerne. Optimisme på et sundt hjerte	different_sense	4203	sb.	Hjernen	(0, 7)	hjerne	(28, 34)																
lokum	Ude på badeværelset sank han på knæ, og brækkede sig ned i lokummet	Når de åbnede tremmedøren til lokummet, sad der somme tider tre-fire store rotter på lokumsbrættet	different_sense	7168	sb.	lokummet	(59, 67)	lokummet	(30, 38)																
skæl	[han] greb sin lineal og kløede sig skrattende i nakken med det resultat, at hans skuldre blev oversået med skæl	Oppe i de øverste grene begynder [egernet] at splitte en kogle ad, så skællene flyver omkring og drysser nedad	different_sense	12030	sb.	skæl	(108, 112)	skællene	(70, 78)																
repræsentation	Poul Erik Rasmussen vil i den kommende periode arbejde for, at der næste gang bliver en bedre repræsentation af arbejdsmænd i by- og amtsråd	Ansøgning om opholds- og arbejdstilladelse skal indgives til en dansk repræsentation i ansøgerens hjemland	different_sense	10341	sb.	repræsentation	(94, 108)	repræsentation	(70, 84)																
regning	704 kr. lød regningen på — for fire retter mad til hver, vin og kaffe	Han havde været på posthuset og betale regninger	same_sense	10272	sb.	regningen	(12, 21)	regninger	(39, 48)																
tv	I dag er det pressen, aviser, radio og TV, der formidler den demokratiske debat	På grund af interne misforståelser i svensk TV er afsnit af "Fame" gentagne gange blevet byttet om	same_sense	15047	sb.	TV	(39, 41)	TV	(44, 46)																
lån	i erkendelse af ulandenes voksende problemer med at betale lån tilbage ydes en større og større del af bistanden som gave	danske filmproduktioner bør være tilgængelige på videomarkedet, både i forbindelse med køb, leje og lån	different_sense	7390	sb.	lån	(59, 62)	lån	(100, 103)																
papir	Fem meter ringbind med papirer fra de forskellige ministerier står opmarcheret bag Holm-Nielsens stol	En politibil standsede ham og ville se hans papirer. — Bedst De følger med, sagde en af betjentene	same_sense	9150	sb.	papirer	(23, 30)	papirer	(44, 51)																
kulisse	Det vestjyske landskab har ofte været kulisse for dramaer skildret i skuespil og film	Det sønderskudte Europa var den makabre kulisse omkring Churchills ord	same_sense	6410	sb.	kulisse	(38, 45)	kulisse	(40, 47)																
terrorist	Otte terrorister skød brutalt to betjente ihjel og sårede en tredje	En af de mest eftersøgte terrorister i Sydøstasien er formodentlig blevet dræbt ved en politiaktion i Indonesien, oplyser indonesisk politi	same_sense	14235	sb.	terrorister	(5, 16)	terrorister	(25, 36)																
betydning	ordet "bør" har en anden betydning end "skal"	Kosten har stor betydning for gigtramte mennesker	different_sense	955	sb.	betydning	(25, 34)	betydning	(16, 25)																
læs	en høstvogn med fuldt læs skramlede ind på gårdspladsen	Du holder fingrene væk, dit fede læs, siger hun bestemt	different_sense	7319	sb.	læs	(22, 25)	læs	(33, 36)																
hus	Hun er husets frue, familiens overhoved og Mor med stort M	Denne søndag morgen vågnede hele huset meget sent	different_sense	4598	sb.	husets	(7, 13)	huset	(33, 38)																
brusebad	Peter vågner ved 7-tiden og går i brusebad	Brusebadet er monteret med et såkaldt "handicap-håndtag", der afbryder det varme vand, når man sæber sig ind	different_sense	1386	sb.	brusebad	(34, 42)	Brusebadet	(0, 10)																
fortrydelse	I brevene hjem er han da fuld af fortrydelse over ikke at skrive længere og ikke at skrive oftere	man [behøver ikke] at sprøjte dyrene med kønshormoner, som det i dag til EF's store fortrydelse er praksis i USA	different_sense	3092	sb.	fortrydelse	(33, 44)	fortrydelse	(84, 95)																
vand	Hun trådte ind under bruseren og lod vandet skylle sæben af sig	postevand [er ikke] et rent stof, men derimod en blanding af det rene stof vand og nogle faste stoffer	same_sense	15400	sb.	vandet	(37, 43)	vand	(5, 9)																
instrument	For at udelukke smitteoverførsel .. steriliseres alle bor, instrumenter og boremaskiner med damp efter hver patientbehandling	De to piger blev begge overfaldet, mishandlet og tilsyneladende slået eller stukket med et spidst instrument	same_sense	4851	sb.	instrumenter	(59, 71)	instrument	(98, 108)																
brag	Sværvægtsopgøret .. blev ikke det store brag, man havde håbet på	Afløseren for Peugeot 205 og 309 bliver et brag af en bil, når den som ventet kommer til foråret	same_sense	1310	sb.	brag	(40, 44)	brag	(43, 47)																
film	En stribe kendte danske skuespillere optræder i filmen, der får premiere omkring nytår	Carl Th. Dreyer (1889-1968) er den største skikkelse i dansk film	same_sense	2518	sb.	filmen	(48, 54)	film	(61, 65)																
værdighed	Menneskets værdighed må ikke krænkes, men den bliver krænket, når mennesket holdes hen i fattigdom, umyndighed og indflydelsesløshed	Skønt hun var en lille vissen kvinde med sorte tænder og savlende mund af at tygge betel, besad hun stor værdighed	same_sense	15976	sb.	værdighed	(11, 20)	værdighed	(105, 114)																
lokomotiv	Togmanden fløjtede og lokomotivet slap damp ud i et langt skingert fløjt	Bilen var et rustent vrag af en kassevogn, der osede som et lokomotiv	same_sense	7165	sb.	lokomotivet	(22, 33)	lokomotiv	(60, 69)																
hjerte	Bryllupsgaven var et hjerte i smaragd	Den Røde Plads er Ruslands hjerte	different_sense	4269	sb.	hjerte	(21, 27)	hjerte	(27, 33)																
bølge	Bølgerne skvulpede med jævne mellemrum mod skibssiden med små plask	turisterne .. forsøgte at holde sig fast, når de enorme bølger skyllede ind over skibet	same_sense	1657	sb.	Bølgerne	(0, 8)	bølger	(56, 62)																
vinter	Det er rigtig vinter med klar sol og frost. Og der er fuldmåne	Mit livs vinter ville blive lys og klar, hvis denne åndfulde engel ville dele den med mig	different_sense	15825	sb.	vinter	(14, 20)	vinter	(9, 15)																
skyld	Med den nye tro fulgte nye begreber om retfærdighed, om skyld og tilgivelse, som slet ikke kunne forenes med de nedarvede æresbegreber	kaptajnen indrømmede sin skyld og begyndte at samarbejde med anklagemyndigheden	different_sense	12004	sb.	skyld	(56, 61)	skyld	(25, 30)																
protokol	skolen er forpligtet til at føre regnskab med elevernes forsømmelser. Dette gøres .. ved at der føres protokol i hver time	I to protokoller til Maastricht-traktaten fastslås det, at Storbritannien og Danmark senere skal træffe endelig beslutning om deltagelse i ØMU'ens 3. fase	different_sense	9847	sb.	protokol	(102, 110)	protokoller	(5, 16)																
plan	Ligger fugen helt i plan med stenene, er muren meget modstandsdygtig over for fx fugt	Sagen kom hurtigt op på toppolitisk plan da Socialdemokratiets formand krævede regeringsindgreb	different_sense	9498	sb.	plan	(20, 24)	plan	(36, 40)																
formål	Fondens penge skal gå til velgørende formål	Det sjoveste er gemt til sidst — terrænkørsel. Bilen er konstrueret til formålet med store hjul og rigelig frihøjde	different_sense	2993	sb.	formål	(37, 43)	formålet	(72, 80)																
funktion	Den valgte tillidsrepræsentant træder i funktion ved skoleårets start	dagens økonomistyringssystemer er utrolig komplekse og indeholder et væld af funktioner	different_sense	3279	sb.	funktion	(40, 48)	funktioner	(77, 87)																
drage	Hans sværd susede, og et af dragens syv hoveder tumlede til jorden	Fly, helikoptere, drager og boomeranger bruger luftens trykforskelle, når de flyver	different_sense	1945	sb.	dragens	(28, 35)	drager	(18, 24)																
løkke	Hvis du forsøger at befri dig selv, så strammer løkken om din hals — og så bliver du kvalt, sagde han	Hvis du f.eks. vil have gentaget en tekst hundrede gange ned over siden, behøver du kun at lave en løkke i Postscript-programmet, som så skal gennemløbes hundrede gange	different_sense	7380	sb.	løkken	(48, 54)	løkke	(99, 104)																
stød	En ledning var slidt over, drengen fik stød og døde	Der er dansk tradition for at forsyne komponisten Schubert med stød, så han rimer på Hubert	different_sense	13628	sb.	stød	(39, 43)	stød	(63, 67)																
dokument	Du har ret til aktindsigt i alle dokumenter, der vedrører din sag	Der ligger forskellige dokumenter, og hvis man peger på et af dem, kan man få det dokument frem på skærmen	different_sense	1922	sb.	dokumenter	(33, 43)	dokumenter	(23, 33)																
vold	1852-67 frigaves arealet uden for voldene, hvorved Nørrebro, Vesterbro og Østerbro fik bymæssig bebyggelse	Allerede før Kristi fødsel havde de japanske marker fået deres karakteristiske form, små jordstykker omgivet af volde og forsynet med vand fra mange kanaler	same_sense	15864	sb.	voldene	(34, 41)	volde	(112, 117)																
frugt	Jeg holder meget af at starte dagen med frugt. For tiden er det jordbær, et halvt æble og en kvart pære	Vi fik kakao og kage til frugt	different_sense	3244	sb.	frugt	(40, 45)	frugt	(25, 30)																
chance	hun ville gerne forsøge at give behandlingen en chance, selv om hun var klar over den store risiko	Hvad er chancen for at få en 3'er, når man kaster en sædvanlig spilleterning. 1/6 vil man selvfølgelig sige!	different_sense	1731	sb.	chance	(48, 54)	chancen	(8, 15)																
tal	antallet af dræbte knallertkørere faldt til 44 fra 64 – det er det laveste tal i 30 år	Det sidste tal i vores CPR-nummer angiver som bekendt det køn vi har	different_sense	14056	sb.	tal	(2, 5)	tal	(11, 14)																
stok	han gik tungt og stødte stokken støjende i gulvet	fine stokke af bøgetræ .. kunne frembringe slangekrøller af en vis holdbarhed, når håret først blev vædet godt med stivende sukkervand	different_sense	13172	sb.	stokken	(24, 31)	stokke	(5, 11)																
rør	Frank, det er til dig — det er John. Julie rakte røret hen mod mig	Min far slog en skraldende latter op i den anden ende af røret	same_sense	10766	sb.	røret	(49, 54)	røret	(57, 62)																
tv-skærm	Fremtidens tv-skærme giver mulighed for at vise alle bredfilmformater helt uden beskæringer	I ekko-scanningen kan jeg se mit eget hjerte arbejde på en lille tv-skærm	same_sense	15062	sb.	tv-skærme	(11, 20)	tv-skærm	(65, 73)																
tekstil	Industrivareeksporten fra ulandene til i-landene består især af tekstiler, beklædning, skotøj og elektroniske komponenter	Fjern-undervisning vil sikkert også kunne bruges ved kurser inden for f.eks. tekstil og beklædning og i træindustrien	different_sense	14203	sb.	tekstiler	(64, 73)	tekstil	(77, 84)																
fod	En dame i rejseselskabet brækkede foden og måtte på sygehuset for at have foden i gips	for foden af klitten stod der et skilt med "Privat — Adgang forbudt"	different_sense	2626	sb.	foden	(34, 39)	foden	(4, 9)																
interesse	En undersøgelse viser, at interessen blandt unge mennesker for at få arbejde i den offentlige sektor er meget beskeden	Hans foretrukne interesser var akvariefisk, modelfly og voldsfilm!	same_sense	4868	sb.	interessen	(26, 36)	interesser	(16, 26)																
psykologi	[hun tog] hf-eksamen i psykologi for bedre at kunne forstå hans reaktioner	Jungs psykologi er .. en ret speciel psykologi om selvet, måske snarere en metafysik	same_sense	9925	sb.	psykologi	(23, 32)	psykologi	(6, 15)																
rem	Kikkerten hang i en rem om hans hals	arbejdsformanden observerede ulykken, styrtede til og fik sparket remmen væk fra hjulet, så trækket standsede	different_sense	10309	sb.	rem	(20, 23)	remmen	(66, 72)																
bag	Tante Louise løftede bagen en smule og slog en lille prut	Enlige heste stod med bagen mod vejret	same_sense	593	sb.	bagen	(21, 26)	bagen	(22, 27)																
intelligens	I intelligens nåede han på ingen måde op på siden af sin lærde fader, selv om han var i besiddelse af en god portion sund fornuft	I god overensstemmelse med lange traditioner hos den russiske revolutionære intelligens interesserede han sig kun for kultur som et våben i den politiske kamp	different_sense	4864	sb.	intelligens	(2, 13)	intelligens	(76, 87)																
musling	[iltsvindet] betyder, at bunddyr som orme, snegle og muslinger ikke kan overleve, og at havbunden er død	Suppen er lavet på friske, dampede muslinger, men muslinger fra dåse kan erstatte de friske	different_sense	8198	sb.	muslinger	(53, 62)	muslinger	(35, 44)																
udtalelse	de udtalelser vi har hørt fra dem, der allerede har købt bogen, har indtil videre været positive	vi var sikre på at få [stipendiet], vi havde fået så pæn en udtalelse fra vores vejleder	different_sense	15236	sb.	udtalelser	(3, 13)	udtalelse	(60, 69)																
testamente	han ville bruge den sidste tid til at få skrevet et testamente. Det var vigtigt for ham, at hans ting havnede i de rigtige hænder	papirløse har ingen arveret efter hinanden, hvis ikke der er lavet testamente	same_sense	14245	sb.	testamente	(52, 62)	testamente	(67, 77)																
protokol	skolen er forpligtet til at føre regnskab med elevernes forsømmelser. Dette gøres .. ved at der føres protokol i hver time	Af gamle protokoller fra Toldkammeret i Sæby fremgår, at smuglerne på Hirsholmene var et alvorligt problem	different_sense	9848	sb.	protokol	(102, 110)	protokoller	(9, 20)																
kerne	Inde i Jordens kerne er der mest jern og nikkel, til dels i flydende form	den befæstede diktator gemmer sig bag en kerne af loyale tilhængere for at imødegå nye kupforsøg	different_sense	5514	sb.	kerne	(15, 20)	kerne	(41, 46)																
lager	Efter lukningen af det østtyske atomkraftværk ved Greifswald er der planer om at anlægge det største lager for atom-affald på stedet	Forleden fik AutoNorden på Englandsvej tømt hele lageret af autoradioer	different_sense	6724	sb.	lager	(101, 106)	lageret	(49, 56)																
volumen	Vi er såmænd ikke så interesserede i volumen, som af kvaliteten, så vores mål er ikke at være Danmarks største, men Danmarks bedste	Det lille menneske rejste sig, skruede op for volumen og begyndte at danse omkring på den bare plet dér i parken	different_sense	15875	sb.	volumen	(37, 44)	volumen	(46, 53)																
beretning	Han husker hendes rørende beretning om, hvordan hun som barn faldt ned af trappen	I sin beretning måtte formanden konstatere en medlemstilbagegang på omkring 100	different_sense	896	sb.	beretning	(26, 35)	beretning	(6, 15)																
bremse	De skal bare træde på bremsen, så sørger ABS'en for alt det, bilisten tidligere skulle huske på i en sådan situation	Måske havde [bilen] for meget fart på, en påkørsel af Anne var uundgåelig trods hvinende bremser	same_sense	1328	sb.	bremsen	(22, 29)	bremser	(89, 96)																
kurve	Siden 1976 er antallet af turister på Middelhavsøen Cypern mere end 30-doblet, og i år vil den stigende kurve nå nye højder	Skal vi finde tangenten til kurven i punktet P, tegner vi først en ret linie ved siden af kurven	same_sense	6491	sb.	kurve	(104, 109)	kurven	(28, 34)																
trafik	Der er så mange biler, der skal ned på motorvejen, at trafikken faktisk går helt i stå	25 pct. af al elektronisk trafik på internettet er porno i alle mulige varianter	different_sense	14639	sb.	trafikken	(54, 63)	trafik	(26, 32)																
vrag	Bilisten måtte skæres fri af vraget af den totalt smadrede vogn	Han udvikler sig til en ubarberet bums, et alkoholisk vrag og en ondskabsfuld satan	different_sense	15882	sb.	vraget	(29, 35)	vrag	(54, 58)																
niveau	[etruskerne] hævede den ikke-græske del af den italiske halvø op til et kulturelt niveau, der kunne måle sig med de græske kolonier	I Tyskland ligger brugtbådspriserne 10-15 % under det danske niveau	same_sense	8567	sb.	niveau	(82, 88)	niveau	(61, 67)																
handelsvare	Som venstrehåndet bagspiller er Barisic en eftertragtet handelsvare i håndboldens verden	Data er blevet en international handelsvare i en skala, som var ukendt for blot få år siden. Internettet og digitaliseringen i det hele taget har gjort det muligt at opsamle og transportere data meget lettere og billigere end før i tiden	different_sense	16389	sb.	handelsvare	(56, 67)	handelsvare	(32, 43)																
glød	Kaklernes ornamentale mønstre og klare farver .. får en ekstra glød under den blanke glasur	Du må altså sé lidt mere begejstret ud .. du mangler gløden i øjnene	different_sense	3719	sb.	glød	(63, 67)	gløden	(53, 59)																
blanding	Fordel saucen over jordskokkerne og drys en blanding af lige dele reven ost og rasp over	Janni og Gunnar taler sammen på en blanding af engelsk, dansk og svensk	same_sense	1092	sb.	blanding	(44, 52)	blanding	(35, 43)																
dekoration	I metalkar er indridsning, eller indgravering, en af de almindeligt anvendte teknikker til dekoration	Efter blomstringen udvikler kæmpevalmuen kapsler, som blandt andet er flotte i indendørs dekorationer	different_sense	1851	sb.	dekoration	(91, 101)	dekorationer	(89, 101)																
pind	mændene [havde] samlet grene og pinde til et bål der kunne holde nattekøligheden på afstand	[hun] var regnelærerinde for de allermindste. Hun var tynd som en pind	same_sense	9336	sb.	pinde	(32, 37)	pind	(66, 70)																
struktur	Hun havde behov for .. at få struktur på sin dag	Rodknolde er specielle strukturer i plantens rødder .. hvor omdannelsen af frit kvælstof finder sted	different_sense	13266	sb.	struktur	(29, 37)	strukturer	(23, 33)																
flyver	hun kom for sent til flyveren da hun skulle til Rom	blandt hvirveldyrene er flagermusene nattens flyvere, hvor fuglene er dagens	different_sense	2594	sb.	flyveren	(21, 29)	flyvere	(45, 52)																
stamme	Stammerne var tykke og knudrede, med en furet, kløftet bark	Det vestromerske [rige] blev præget af tiltagende indre opløsning og udsat for invasioner fra germanske stammer	different_sense	12713	sb.	Stammerne	(0, 9)	stammer	(104, 111)																
terrasse	Da han midt på eftermiddagen igen kom hjem, sad Anne Marie allerede på terrassen og drak te	Da taxien var kørt, begyndte journalisten vandringen op til landsbyen. Han gik mellem majsmarker og terrasser med grønsager	different_sense	14233	sb.	terrassen	(71, 80)	terrasser	(100, 109)																
kvalitet	Ved at tage antallet af publikationer som mål for en forskers kvalitet, risikerer man at forveksle kvantitet med kvalitet	Hvert år købte hun hele ruller med lærred af to forskellige kvaliteter. Den ene grov, den anden fin og blank og kridhvid	different_sense	6521	sb.	kvalitet	(62, 70)	kvaliteter	(60, 70)																
vidne	Politiet vil gerne have henvendelser fra eventuelle vidner, der har set røveren	[Han] stillede op til start, og startede og fik sin tid noteret, og det er der masser af vidner på	same_sense	15717	sb.	vidner	(52, 58)	vidner	(89, 95)																
bevis	Det bevis, Cantor lavede i 1873, hvor han godtgjorde, at der er så mange reelle tal, at de ikke kan nummereres, bygger på nogle matematiske begreber	En aktie er altså et bevis på et medejerskab	different_sense	979	sb.	bevis	(4, 9)	bevis	(21, 26)																
jomfru	Hvis pigen er jomfru, vil hun naturligvis tit være mere eller mindre bange for, om det gør ondt, når fyren kommer ind i hende	hun havde hyllet sit ansigt til for ham og mørkt var det. Men han mente nok, det var en ung smuk jomfru med glat hud og fine klæder	different_sense	4973	sb.	jomfru	(14, 20)	jomfru	(97, 103)																
sag	det var en snild sag at tage værktøjskassen og cykle til Lynge eller Ganløse for at udføre en opgave	den 27-årige nægtede sig skyldig i spritkørsel, så sagen måtte udsættes	different_sense	10848	sb.	sag	(17, 20)	sagen	(51, 56)																
mørke	Som lille kunne jeg skimte lys og mørke, og jeg kunne også se visse farver	kærligheden til hans kone var blevet forvandlet fra lys og glæde til smerte og mørke under hendes lange sygdomsperiode	different_sense	8368	sb.	mørke	(34, 39)	mørke	(79, 84)																
mærke	Dansk Varefakta Nævns mærke garanterer .. at varens indhold passer til deklarationen	Altertavlen er forgyldt og har fået kongens mærke C 4	same_sense	8236	sb.	mærke	(22, 27)	mærke	(44, 49)																
dosis	Du skal sutte de små Urticalcin-tabletter i dig. Dosis er 5 stk. 2 gange dagligt	Hvis kroppen fx får tilført meget store doser zink, forstyrres balancen	same_sense	1940	sb.	Dosis	(49, 54)	doser	(40, 45)																
kontrakt	Hun blev ikke genansat som direktør, da hendes kontrakt udløb	Kontraktens stempling samt eventuel udgift til dørskilt og væggetøjsundersøgelse af lejerens ejendele betales af lejeren	same_sense	5967	sb.	kontrakt	(47, 55)	Kontraktens	(0, 11)																
rose	Han havde en stor buket roser med til hende	præstens kone .. kunne brodere de smukkeste roser på pudevår og male blå blomster på porcelæn	different_sense	10594	sb.	roser	(24, 29)	roser	(44, 49)																
lyst	Hun havde lyst til en cigaret	Jeg kunne have lyst til at fortælle dig noget, som jeg ikke har fortalt de andre	same_sense	7280	sb.	lyst	(10, 14)	lyst	(15, 19)																
