target	first_context	second_context	label	comment
anorektiker	Anorektikeren har et sygeligt behov for at tabe sig, bodybuilderen har omvendt et sygeligt behov for at tage på	Landsforeningen mod spiseforstyrrelser griber ind over for billeder af anorektikere på sociale medier	same_sense	4622
sprogøre	Han er født med sprogøre. Da [han] for halvandet år siden kom fra Polen til Malmø, lærte han at tale svensk på rekordtid	Det støder også mit sprogøre når formerne blandes sammen	same_sense	3536
synd	Katolikken gik til skrifte og fik tilgivelse for sine synder	Jesus døde for vores synders skyld	same_sense	3712
barista	Maskinen styrer ganske vist tryk og temperatur, men baristaen skal kende den rigtige mængde kaffe, han skal kunne trykke kaffen helt rigtigt, få den helt rigtige gennemløbstid osv.	Personalet er uddannet som baristaer, og de kan fremtrylle kaffedrinks i den omfattende kaffemenu, brygget på udvalgte kaffebønner fra de bedste kaffeområder i verden	same_sense	4268
sexforbrydelse	den mistænkte er dømt for flere sexforbrydelser, herunder mod børn	En lov om sexforbrydelser fra 1907 var gældende i over et århundrede og blev først revideret i 2017, hvor minimumstraffen for voldtægt blev hævet fra tre til fem år	same_sense	3233
havsalt	Intet kan slå nykogte majskolber med koldt smør og havsalt	Samsøkartoflerne drysses med havsalt og dryppes med lidt olie. Grilles på en varm grill, til de er gennemvarme og sprøde	same_sense	4396
due	duerne kurrede i tagrenden lige udenfor	Ude på pladsen slår duerne ned som sorte uvejrsskyer der åbner sig	same_sense	824
humaniora	Humaniora drejer sig .. om kulturforståelse og formidling. Ting som erhvervslivet netop i disse år har forstået betydningen af	vi betragter humanioraen som samfundets kritiske bevidsthed om sig selv	same_sense	1574
ledighed	ledighed er roden til alt ondt, og vi skal have maskinen til at køre rundt	I Danmark og mange andre lande er ledigheden højere for grupper med kort eller ingen uddannelse end for mere højtuddannede grupper	same_sense	2023
storyteller	Jeg føler mig mere som storyteller end forfatter, jeg opdager historier og nyder at genfortælle dem, siger Jørn Riel	Man går opløftet ud af biografen. Man skal glæde sig over hvor rigt et land, vi har, med mange storytellere og gode skuespillere	same_sense	4301
stund	En stund sad han uden at sige noget	da jeg kom i god tid, havde jeg stunder til at kigge mig om i rummet	same_sense	3616
vindkraft	Motorerne var ved at slå vindkraften ud som fremdrivningsmiddel til søs	På kraftvarme-området og med hensyn til vindkraft hører vi til de førende i verden	same_sense	4115
rejsende	Rejsende, der kommer til troperne, er særligt udsatte [for malaria]	Rejsende med pladsbilletter til vogn 15 bedes kontakte togpersonalet	same_sense	2976
navneforandring	Til lejligheden havde han ændret sin identitet, ladet skægget gro og taget navneforandring til Abdullah Isais	I 1998 tog bistandsloven navneforandring til loven om social service	same_sense	2468
blodtryk	Om natten falder blodtrykket, og stiger igen, når du vågner	pas på blodtrykket, Madsen. Det er ikke sundt at blive ophidset i din alder	same_sense	345
overall	To mekanikere i olieplettede overalls kikkede nysgerrigt efter de to strissere	Den smarte overall, der stumper, koster 184 kr.	same_sense	2644
fure	Der havde dannet sig en bekymret lodret fure mellem øjenbrynene	en svensk bajonet havde flænget bukserne og trukket en dyb fure i låret	same_sense	1248
prinsesse	da tronfølgeren, prinsesse Margrethe var fyldt 18 år, besøgte hun officielt .. Folketinget	prinsesse Caroline af Monaco	same_sense	2878
rekord	hun svømmede i tiden 2 minutter og 17,86 sekunder, det er 6 sekunder fra hendes egen nordiske rekord	De økonomiske vismænd forudser i deres novemberrapport en historisk rekord for arbejdsløsheden i 1993 på 330.000	same_sense	2977
oppetid	Vi skal sørge for, at vores kunde ikke får produktionstop, men derimod har 100 pct. oppetid	I min tid som operatør, driftsplanlægger og driftschef har jeg oplevet edb-chefer, som mente at de 97 pct. oppetid, de havde opnået, var fint. Men 97 pct. oppetid svarer jo til 3 pct. nedetid, og det lyder knapt så tiltalende	same_sense	4324
operasanger	Fra mit arbejde som operasanger ved jeg, hvor stor en indsats det kræver at sætte en forestilling af den her kaliber op	Det er morgendagens operasangere, man har chancen for at møde og opleve, når Gamle Scene i næste uge lægger rum til årets to koncerter med sangsolister fra Operaakademiet	same_sense	2563
numse	En rød numse i ny og næ slipper ingen baby for, selv om du skifter ble ofte	tag fat om fødderne og se, om du får hælene til at røre numsen uden besvær	same_sense	2504
resurse	Danmark har kun få naturlige ressourcer. Vor industri bygger på omdannelser af importerede råvarer	Vores menneskesyn bygger på, at de fleste mennesker har resurser, der kan frigøres, så de kan klare sig selv	same_sense	2986
instrumentalist	I modsætning til en instrumentalist kan man som dirigent ikke skjule sig i et øverum for at blive bedre	Yo-Yo Ma er en overlegen instrumentalist, og han kender tilsyneladende sit publikums klassikerbehov	same_sense	1696
playmaker	Den elegante playmaker er teknisk sublim, men ikke kendt som nogen langskytte	Gennem flere år var playmakeren en vigtig brik på det hold, der vandt medaljer ved EM og VM, før skader tvang hende til at stoppe	same_sense	2795
hofte	Hun gik let fjedrende, med et lille svaj i ryggen og en rytmisk vuggen i hofterne	Slidgigt i hofter og knæ giver mange problemer i dagligdagen	same_sense	1519
sovs	Herlig laks og pragtfuld sauce. Vil De hilse kokken	Skønt kartoflerne var eksploderet, frikadellerne sorte som kul og sovsen klumpet og tyk som havregrød, smagte maden herligt	same_sense	3493
eneret	SE og HØR bringer med eneret for Danmark baronens spændende afsløringer	Det er især de store kemiske virksomheder, der søger om eneret på deres opfindelser	same_sense	907
finne	Finnerne har måske nok et ry for at være tillukkede (som os danskere?), men langt de fleste steder blev vi modtaget med åbne arme	Finland er et meget isoleret land i forhold til resten af verden, finnerne har en anden mentalitet	same_sense	1082
ricotta	Auberginer lægges lagvis i et smurt ovnfast fad med tomater, reven parmesan og ricotta eller mozzarella	Min frue valgte en hjemmelavet souffle med ricotta og et hjerte af hvid chokolade, let og dog ret intens	same_sense	4230
gade	Frederiksberg Allé .. er en stærkt befærdet gade, hvor de pæne borgere lufter hunde og strømmer til, for at besøge de mange teatre	forældrene må også selv forklare børnene om faremomenterne i trafikken, lære dem at gå over en gade, vise dem fodgængerovergange ..	same_sense	1274
børnemishandler	Peterson har erkendt at have slået sønnen, men hævder, at det ikke var for at skade ham, og holder fast på, at han ikke er børnemishandler	det belgiske politi og retsvæsen var ude at stand til at standse det spind af børnemishandlere, der spredte sig i cirkler omkring den velkendte seksualforbryder	same_sense	4632
raslebøsse	de 20.000 indsamlere havde fået mere end 16 mill. kr. i raslebøsserne	To museumsinspektører .. skal muligvis have raslebøsser i gang, hvis ikke de får offentlige midler nok	same_sense	2956
point	Med et forspring på ni point fem runder før afslutningen, kan AGF nu kun i den yderste teori indhentes i kampen om guldet	og så skulle man have femten points når man havde lavet alle de prøver der, og jeg havde kun fjorten	same_sense	2812
kosovoalbaner	For første gang i mere end ti år vil et nyt parlament bestående af både kosovoalbanere og serbere mandag blive åbnet i den jugoslaviske provins Kosovo	Befolkningen er opdelt på 88 procent kosovoalbanere, syv procent serbere og otte procent andre etniske grupper	same_sense	1875
bleskift	Lige nu er der stille og roligt i lejligheden, men snart bliver roen skiftet ud med babygråd og bleskift	Hvis dit barn gylper meget, kan det også være en god idé at lægge bleskiftene mellem amningerne, og ikke lige efter	same_sense	338
urt	Rejnfan kendes på sin stærke, krydrede duft. Det er en flerårig urt med høje, stift oprette stængler	Rør det meste af de hakkede urter i saucen. Anret bøfferne i et fad, hæld saucen over bøfferne og drys med resten af urterne	same_sense	4016
tåre	da hun først sad ved skrivebordet inde på sit værelse, gav hun tårerne frit løb	Nu får vi også råd til at holde din konfirmation, Vic, smiler min mor gennem tårer	same_sense	3941
skovsø	her er smukke skovsøer og en storladen, skyggefuld dansk bøgeskov med fuglekvidder	Det er ikke nogen nyhed, at eksotiske kvinder med øjne så dybe og dunkle som skovsøer kan forvride enhver mands sunde ligevægt	same_sense	3353
anarki	Anarki har overtaget i Østtimor. De grupper, der tabte afstemningen om områdets status, deltager nu i et sandt orgie af plyndringer, drab og afbrændinger	I et tilfælde var der tale om rent anarki. Patienten tog kun medicinen, når det passede hende	same_sense	87
torsdag	vi satser på diskoteks-aftener torsdag, fredag og lørdag	TV-serien får premiere i morgen aften, og løber de næste seks torsdage	same_sense	3859
skakt	De listede sig hen til brønden og kiggede ned .. Det var en dyb skakt lodret ned i jorden	den trekantede gård .. var en skakt mellem de seksetages høje hotelbygninger	same_sense	3293
insekt	Mursejleren lever næsten kun i luften. Den æder insekter, som den fanger, mens den flyver	den stillestående luft var fyldt med lyden af summende insekter	same_sense	1695
enklave	Vælgere mødte talstærkt op ved mandagens præsidentvalg i den kristne enklave Nagorno-Karabakh, som ønsker selvstændighed fra Aserbajdsjan	Frederiksberg skiller sig ud fra resten af hovedstaden som en lille enklave helt omgivet af Københavns Kommune	same_sense	911
helbred	En stor del af stofferne i tobaksrøgen er kræftfremkaldende eller på anden måde skadelig for helbredet	Fire timers gang om ugen er med til at bevare dit helbred	same_sense	1464
hæveautomat	Kortet giver unge mulighed for at betale med kortet, når de handler i butikker, så de slipper for at skulle turen forbi hæveautomaten først	vi har hæveautomaten udenfor, og mange klarer sig nu med selvbetjening	same_sense	4271
ultralyd	Ved hjælp af ultralyd kan lægen se, hvor moderkagen sidder i livmoderen	Jeg går nu til ultralyd for et hold i højre skulder	same_sense	3977
ædelsten	Kristus sidder på en kostbar trone af strålende ædelstene	Med mindre en ædelsten er slebet om, er den let at spore	same_sense	4147
forfald	Det påhviler .. kursusstedet at give meddelelse til amtet, hvis kursisten ophører med undervisningen uden lovligt forfald	når sønnen Filip har forfald, træder Søren til som kirkesanger	same_sense	1158
powernap	medarbejderne skal tage sig 20 minutters powernap — eller det, der i gamle dage hed middagssøvn — midt på dagen. De har mere power bagefter, hævder både arbejdsgiveren og medarbejderne	ekspræsidenterne Ronald Reagan og Bill Clinton brugte powernappen for at overkomme arbejdspresset	same_sense	4316
rettighed	Børns rettigheder er nogle af dem, der er lettest at blæse på i en verden, hvor det er de stærke, der bestemmer	Warner Brothers .. sidder på rettighederne til de originale indspilninger	same_sense	2990
tromme	Torsten satte i med en hvirvel på trommen og et par afsluttende bækkenslag	folk dansede til trommernes rytmer	same_sense	3897
ur	Hun ser på uret. Klokken er kun kvart i tre	Sabuncu lagde mærke til de velplejede hænder, fingrenes sorte hår, guldlænken og det kostbare ur om håndleddet	same_sense	4003
lineal	Lange alleer fører mod centrum — snorlige som trukket efter en lineal	hans holdning var rank og stolt som en officersaspirant med en lineal i ryggen	same_sense	2047
egotripper	Jeg er en egotripper og arrogant, og det siger folk også. Men det passer mig fint nok, for de kender mig ikke	Danmark har brug for lidt færre egotrippere og lidt flere holdspillere. Lidt mindre 'mig selv først' og lidt mere 'en for alle — alle for en'	same_sense	4647
knokkel	han .. stod på mål ved træningen og var langt bedre end den store knokkel til bondekarl, der stod i det andet mål	[lystfiskeren] gik et kvarter med en stor fisk, som han aldrig så før den forsvandt. "Men det var en ordentlig knokkel," lød kommentaren	same_sense	1828
verdensbillede	Det gamle verdensbillede med, at himlen er opad og helvede nedad, duer jo ikke rigtigt mere, da det jo efterhånden er sivet ud, at vi befinder os på en klode, der svæver frit i et uendeligt verdensrum	For landsbytyrkere optager familieæren en stor plads i det personlige verdensbillede	same_sense	4094
recession	En langvarig konflikt vil kunne give et alvorligt skub til recessionen og oliepriserne	Siden kredit- og finanskriserne udløste den verdensøkonomiske recession, har millioner af mennesker mistet arbejdet	same_sense	2965
borgmester	borgmester Per Møller vil sammen med Rødovres postmester Svend Erik Hansen tænde centrets .. juletræ kl. 12	ideen har mødt stor modstand hos de socialdemokratiske borgmestre, som ønsker at holde igen på det kommunale skattetryk	same_sense	439
amfetamin	Amfetaminen påvirker hjernen. Med større doser kan man blive aggressiv, paranoid, mistænksom og angst	Amfetamin kaldes bl.a. for speed, fattigmands-coke, amf, splat, ræsermel, og man snakker om at sniffe, tage en streg/snitte/bane	same_sense	83
kønsorgan	Mange unge er bekymrede over, om deres kønsorganer ser rigtige ud	Onani skader ikke, og der findes ikke en sygdom, som pludselig får kønsorganerne til at skrumpe	same_sense	1975
spontanitet	for meget øvning dræber spontaniteten	Min hverdag har været præget af dynamik, spontanitet og et højt tempo. Jeg er 62 år og vil nu skrue en anelse ned for tempoet, så må vi jo se om det lykkes	same_sense	3530
AD	Det er ikke kun AD'ere, der kan få gode idéer, men ingen er bedre til at få dem ned på papiret. Eller op på skærmen	AD'erne skal fortsat opfylde kravet om at være uddannet på Grafisk Højskole, Designskolen eller Kunsthåndværkerskolen	same_sense	7
kusse	Unge kvinder og mænd bør have en fyldig seksualundervisning, som giver dem den fornødne viden, så de ikke er helt så nervøse og starstruck, når de mødes med kussen	Før pornografiens frigivelse blev man jo nærmest betragtet som pervers, hvis man sagde pik og kusse i det pænere selskab	same_sense	1947
personale	Dansk Flygtningehjælp søger personale til et asylcenter i Ribe. Jeg må hellere sende en ansøgning til kontorstillingen	[vi er] 11 personaler med respekt for hinandens forskelligheder og kunnen	same_sense	2734
prik	hun har gennem alle tre år været meget glad for farver — hun møder altid farvestrålende op i gult, lilla striber og prikker	vi ser ham aldrig i nærbillede, vi ser kun en lille bitte prik i det fjerne	same_sense	2864
ceremoniel	Vi danske er i adskillige henseender meget lidt formelle, vi har ikke rigtig sans for det store stive ceremoniel	Ved Frederik III's kroning i 1648 fik kongen .. som led i ceremoniellet overdraget rigssværdet fra Christian III's tid	same_sense	605
lærerinde	Jeg gik i en pigeskole, hvor der udelukkende var lærerinder, og også skoleinspektøren var en kvinde	Med en mor, som var lærerinde, og en far, som var politimand, var der krav om både at lave lektier og opføre sig ordentligt	same_sense	2109
tvang	folkeafstemninger er hemmelige. Det sikrer, at man stemmer efter overbevisning og ikke under tvang	Sigtet for voldtægt, ulovlig frihedsberøvelse og forsøg på tvang blev en 20-årig mand .. varetægtsfængslet	same_sense	3912
pandelap	Det præfrontale cortex er den forreste del af hjernens frontallap, også kaldet pandelappen. Hjernen kan inddeles i pandelap, tindingelap, isselap og nakkelap	Bevidsthed kræver en veludviklet hjernebark og helst en veludviklet pandelap. Og når man kommer uden for pattedyrsrækken, er der ikke mange dyr, der har det	same_sense	2693
fløjl	I min gæstestue har sofaen lilla fløjl	Mos er smukt, når det som fløjl dækker en træstub	same_sense	1114
kapitalisme	Dagens velfærdsstat er utænkelig uden kapitalismen, som den er født af både som reaktion på og som supplement til markedssystemet	kommunismen med proletariatets diktatur var reaktion på kapitalismen og borgerskabet	same_sense	1773
poet	Når sangeren og poeten Leonard Cohen taler, er det som at lytte til hans plader eller læse hans digte	vi [kunne] høre, når en heftigt deklamerende poet krængede sin tørstige sjæl ud over det chefredaktionelle skrivebord	same_sense	2811
pappadam	Vi snuppede et par småretter til at indlede på. Pappadam (sprøde flager af kikærtemel) serveret med intet mindre end tre tydeligt frisklavede og veltilsmagte dressinger	Pappadams er absolut bedst, når de kommer rygende varme fra den skoldhede olie. Så er deres konsistens nærmest glasagtig sprød	same_sense	4353
dæmring	[rødstjerten] begynder, når dæmringen så småt sætter ind ved tre-fire-tiden om morgenen	6. august kl. 21 om aftenen, lige inden dæmringen, skal over 150 dykkere stå på én lang linje langs med Islands Brygge	same_sense	839
befolkning	Tanzania har en befolkning på 24 mio. indbyggere	Da man besluttede, at der skulle fri abort i Danmark, da var der ikke flertal for det ude i befolkningen	same_sense	263
honning	Få ting kan sammenlignes med at sætte tænderne i et stykke franskbrød med egen nyslynget honning på	Honning tager farve, duft og smag fra de blomster, den kommer fra	same_sense	1531
onkel	Sørens moster og onkel fra Horsens var dem fra familien, hans forældre kom mest sammen med	Ja, onkel Ejnar, han var slet ikke min onkel. Det var i virkeligheden min mors onkel	same_sense	2558
tricktyveri	Tricktyverier adskiller sig fra lommetyverier ved, at tyven tager kontakt og afleder opmærksomheden, mens punge og penge forsvinder bag ryggen på offeret	Et helt almindeligt tricktyveri, hvor en person ringer på døren og beder om eksempelvis et glas vand ude i køkkenet, hvorefter en anden person uset smutter ind ad døren og stjæler penge og smykker, vil blive betragtet som et simpelt tyveri	same_sense	3893
revisor	nu går hallens bestyrelse i gang med at opstille et budget i samarbejde med en revisor	Foreningens regnskab revideres af en revisor, der vælges af generalforsamlingen. Revisor afgår hvert år. Genvalg kan finde sted	same_sense	2991
svigerforældre	Du behøver ikke direkte at sige til dine svigerforældre, at du bliver vred over deres evige kommentarer	[dagen] oprandt, hvor han for første gang skulle præsenteres for sine vordende svigerforældre	same_sense	3656
møntvaskeri	Mit forhold til møntvaskeriet ophørte prompte og brutalt for 15 år siden, hvor jeg købte min egen lejlighed med egen vaskemaskine	En dyne til voksne kan ikke rummes i en almindelig husholdningsmaskine, den skal vaskes i en stor maskine for eksempel på møntvaskeri	same_sense	2434
skab	Det pragtfulde gamle skab står lige ved siden af køkkenet og rummer kopper og tallerkener	den modsatte væg var dækket af et stort skab til tøj og linned	same_sense	3285
begreb	man kan ikke have et begreb f.eks. om hesten, hvis der ikke som forudsætning findes en række empiriske fænomener, dvs. faktiske heste	der findes jo et begreb, der hedder hadegaver. Hadegaver det er sådan nogle rædsler, man giver nogen lidt for sjov	same_sense	269
samleje	alderen ved første samleje har ligget stabilt siden 1960'erne, og det er rigtig interessant, fordi vi ofte hører, at de unge er vilde og alt for hurtigt ude i forhold til sex	Det er lige så almindeligt at blive smittet med HIV ved heteroseksuelt som ved homoseksuelt samleje	same_sense	3103
potageske	Den kaldes både en potageske, der kommer af fransk og betyder suppe, og en kalotske pga. laffets runde udformning, inspireret af en mandlig hovedbeklædning	På komfuret står din suppe .. Den koger langsomt ind og samler kraft. En gang i mellem fjerner du urenheder fra overfladen med en potageske	same_sense	2857
tilløber	vi har jo kat! Fridolin, en lille tilløber, der for et par år siden slog sig ned under hønsehuset og mjavede så ynkeligt, at vi efter en måned opgav alt kattehad og fodrede ham	Tilløberen, en lille sort hingst af samme race på omkring fem år, hygger sig nu med hoppen Smut i indhegningen, for der er ingen, der har savnet ham	same_sense	4748
trommehinde	øregangen .. leder lydbølgerne hen til trommehinden, som danner overgangen til mellemøret	et hæmningsløst rockband .. bankede løs, så trommehinderne nær var sprængt	same_sense	3903
beføjelse	Ifølge forslaget vil præsidenten få beføjelser til at udnævne ministre	Det ligger uden for mine beføjelser at fyre Viktor	same_sense	264
jumbojet	Umiddelbart efter pressekonferencen forlod præsident Bush og hans følge Helsingfors i præsidentens ny jumbojet	Selv om en jumbojet er imponerende, ser den lille ud ved siden af verdens største fly — den russiske Antonov An-225. Flyet findes kun i ét eksemplar, så det er en begivenhed, når det gæster en lufthavn — som her i Kiev — med sit enorme vingefang på 88 meter	same_sense	1762
sandsynlighed	sandsynligheden for at finde drengen i live svandt time for time, minut for minut	sandsynligheden er 1/2 for at få plat og 1/2 for at få krone ved kast med en mønt	same_sense	3138
ribbegople	Kroppen er dækket af lysproducerende celler, som giver ribbegoplen en spøgelsesagtig grøn eller blå silhuet	Ribbegoplerne er rovdyr og svømmer med munden rettet fremad eller opad, mens de æder dyreplankton	same_sense	2999
kvinde	Jeg er en kvinde på 38 år, der lever papirløst sammen med min mand og vores 2 dejlige unger på henh. 9 og 12 år	Hun er en humoristisk kvinde på 29, som siger tingene meget direkte og holder af tal og hårdtslående argumenter	same_sense	1950
afsoning	mange af de indsatte nægter at arbejde under afsoningen	Retsplejeloven ændres for at sikre hurtigere afsoning efter dom	same_sense	40
øl	Om få måneder sender han det sidste øl på markedet fra byens lokale bryggeri	Han gik ud i køkkenet efter en øl og kiggede i køleskabet efter noget spiseligt	same_sense	4173
sædbank	Enhver, der har brug for donorsæd, kan frit købe sæden hos en sædbank	En godkendt sædbank er underlagt Sundhedsstyrelsens tilsyn og skal have en ansvarlig læge tilknyttet for at sikre, at donorerne er raske	same_sense	3716
fil	I et traditionelt filsystem gemmes alle filer i et hierarkisk system af mapper	Filerne omfattede også dokumenter, meddelelser, tekster, links til hjemmesider, lydfiler og videoer	same_sense	1038
analyse	Andre forskere gik nu i gang med en kritisk analyse af de skandinaviske resultater	Jeg vil gå i dybden med analyse af et værk af Leif Panduro	same_sense	84
mole	For enden af molen blinkede det grønne fyr	der er for nylig lavet bådebroer til gæstebåde på ydersiden af molen	same_sense	2380
g-streng	Ude i verden er salget af trusser med g-streng styrtdykket, for kvinderne gider ikke mere besværlige g-strenge og stramme bøjle-bh'er	hun var smuk og forførende i G-streng	same_sense	1401
hastighed	på grund af den høje hastighed mistede [han] kontrollen over bilen	Skibe .. bliver losset, tanket op og fyldt med madding med samme hastighed og effektivitet som en jumbojet i en international lufthavn	same_sense	1456
beslag	En metalskorsten skal være solidt fastgjort med sikre beslag	Skjoldene var lavet af træ med beslag af metal	same_sense	291
sendemast	selv om vi har en sendemast i en afstand på ca. 2 km, er det kun muligt for os at lytte til P4 Midt & Vest, fordi det er det eneste program, der videresendes fra den pågældende mast	De fire danske operatører på mobiltelefoni-området i Danmark er blevet enige om at dele sendemaster, hvor det kan lade sig gøre	same_sense	4434
begynder	USA byder på verdens bedste skiløb, og det uanset om du er begynder eller vovehals	for begynderne er forårsblomstrende løg noget af det letteste at have med at gøre	same_sense	272
fjernelse	man kan diskutere, om fjernelse af statuer af fortids aktører, bedømt efter nutidens målestok, er den bedste måde at forvalte historien på	Målet er en fjernelse af underskuddet og nedbringelse af gælden	same_sense	1087
fjerdedel	ca. en fjerdedel af grævlingens føde består af regnorme	Skattefradraget er alene en fordel for den bedst stillede fjerdedel af befolkningen	same_sense	1086
brud	Bruden var yndig, gommen flot og babyen, der skulle døbes samme dag, lignede en engel	Myrteplanten er symbol på brudens løfte om evig troskab	same_sense	466
jogging	[hans kondition] vedligeholdes af hyppig jogging og skiløb	Jeg har lagt mærke til, at mange akademikere i dag sidder og taler om sundhed og jogging over frokosten i kantinen i stedet for at tale om den politiske situation i Kina eller om Hegels dialektik og Dostojevskijs forfatterskab	same_sense	1758
makedoner	makedonerne er vel i besiddelse af gamle jugoslaviske pas	Alexander satte over Dardanellerne med .. 30.000 fodfolk og 5000 ryttere af sine egne makedonere	same_sense	2141
bølle	Skinheads .. går i laset tøj og store, klodsede militærstøvler. De regnes for Londons værste bøller	Et barn som aldrig tidligere har slået andre børn, kan pludselig blive en rigtig bølle	same_sense	580
middagsmad	I aften har vi ikke planlagt noget særligt. Annie har talt om noget bacon og kartofler til vor middagsmad	Kl. 12 spiser jeg middagsmad .. Fra 1-2 en lille eftermiddagslur og kl. 3 den uundværlige eftermiddagskaffe	same_sense	2272
døgn	Hver onsdag bager vi 1500 snegle. Det tager omkring et halvt døgn, fra klokken tre om natten til klokken tre om eftermiddagen	Jeg sov hele næste døgn og var halvsløj i endnu et par dage	same_sense	841
fæ	tro ikke, at Juliane Marie var et fæ. Hun udviklede sig til en mester i intrigens kunst	Dit fæ, siger min søster. Du véd da at kvinder bløder. Det har du vel hørt!	same_sense	1249
parkeringsplads	kort efter blev flugtbilen fundet på parkeringspladsen ved Herlev Sygehus	Det lykkedes hende at finde en parkeringsplads, selv om hun måtte gå et langt stykke for at komme til kontoret	same_sense	2715
hundetække	Kvinder har hundetække .. Der er nye beviser for, at hunde forskelsbehandler mennesker efter køn. Kvinder signalerer fred og ingen fare, mens mænd virker udfordrende	Hundetække kan ikke læres, det er noget, man besidder lige som musikalitet, tegne- og farvesans m.v.	same_sense	4521
bruttovægt	Hver enkelt husstand må opbevare op til fem kg fyrværkeri i bruttovægt, det vil sige inklusive vægten af indpakning, raketstyrepinde og så videre	som standard leveres bilen med et ABS-system, der indstiller bremseeffekten efter bilens bruttovægt med passagerer og bagage	same_sense	4369
milliard	Et isbjerg af mellemstørrelse, for eksempel 1 km x 1 km x 100 meter, indeholder 100 milliarder liter drikkevand	det vil koste staten en milliard kr. at sætte afgiften på øl og vin 20 pct. ned	same_sense	2335
huskeseddel	Dagens huskeseddel lød på: Købe ind, bage rugbrød, bage leverpostej, vaske tøj og .. have ændret efternavn	Lav en huskeseddel eller reminder på din telefon eller pc, fx et pop op-vindue på din pc	same_sense	1592
halalhippie	Det gavner reelt ikke flygtninge og indvandrere at gøres til ofre eller at halalhippier råber racist efter alle, der påpeger problemer med integrationen	det bliver for latterligt, når man enten skal være i den ene lidt overfyldte grøft med strammere, eller også skal man være i halalhippiens ringhjørne	same_sense	1434
buskmand	Der har boet lyse buskmænd i Kalahari i ca. 20.000 år — længe før de sorte bantufolk trængte ind. Det er ikke afgjort, hvor mange buskmennesker der er tilbage	Buskmændene i Kalahari-ørkenen har måske været nogle af verdens første hamperygere. Tidlige beskrivelser fortæller, hvordan de røg hampen gennem en jordpibe	same_sense	538
bidragyder	Fonden donerer store summer til velgørenhed og er blandt andet verdens største bidragsyder til SOS Børnebyerne	Bigum var gennem en årrække bidragyder til den danske udgave af det amerikanske satiremagasin "Mad"	same_sense	311
slutdato	I stedet for at fastholde de skyhøje ambitioner har man droppet at have en slutdato for at udfase kul og naturgas	Hidtil har projektet haft hele 19 slutdatoer. Nu lyder det, at arenaen skal stå færdig i juli 2016	same_sense	3434
reggae	Disco, funk, reggae og pop er bare nogle af de discipliner, bandet mestrer på et album, som er fyldt til bristepunktet med musikalsk nydelse	reggae er den nye folkemusik, smiler han. Som primært er blevet så populær, fordi den er nem og ligetil. "Reggae er ikke pakket ind i alt muligt glitter, sådan som jeg oplevede meget af hiphoppen, da jeg var lille"	same_sense	2973
rebel	det var herude i de uvejsomme bjerge, de overlevende rebeller gemte sig og vandt fodfæste i befolkningen	Ungdommen har altid haft brug for rebeller	same_sense	2964
valse	Hun fik papiret i maskinen, drejede valsen rundt	en hånd kom i klemme mellem valserne og fire fingre røg	same_sense	4028
filt	så snart jeg griber filt, nål og tråd og begynder at sy en lille nissedreng eller -pige, bliver jeg i godt humør	Stabler af blå, brune, lilla, orange, gule og beige jetoner bliver med få bevægelser væltet ud på spillebordenes grønne filt	same_sense	1059
tilstedeværelse	I gaderne færdes Ove M., 20, og Lars T., 24, og spreder utryghed med deres blotte tilstedeværelse	Efter omkring 50 års tilstedeværelse bliver det sidste bunkersanlæg nu fjernet foran Thorvaldsens Museum	same_sense	3820
berufsverbot	I 2010 modtog han en dom på seks års fængsel og 20 års berufsverbot i Iran på grund af sine film og holdninger, der er stærkt kritiske over for Irans præsident	Konsekvent blev berufsverbot brugt til at skille sig af med offentligt ansatte, der var medlemmer af det lille sekteriske og strengt stalinistiske vesttyske kommunistparti	same_sense	279
poloskjorte	Mændene var enten i dyre jakkesæt eller poloskjorter fra de kendte brands	Her er ingen blazere, men adskillige i poloskjorter og forvaskede jeans. Casinobesøg er tydeligvis en hverdagsbegivenhed	same_sense	2822
smagssag	Om man vil spise pandekagerne med fingrene eller med kniv og gaffel er en smagssag	Hvor meget og hvor tit, der skal gøres rent, er en smagssag	same_sense	3437
syd	I to niveauer er der terrasser vendt mod syd	En stiv vind fra syd fejer uden varsel over de øverste bjergkamme og rammer os lige i ansigtet	same_sense	3676
skærmterminal	Store undersøgelser er her i landet sat i gang for at undersøge, om der er nogen fare ved at arbejde med skærmterminal	I stedet for politi bag skærmterminaler, skal vi have langt mere politi ud på gaden	same_sense	3363
topping	Softice med frit valg af topping	Den eneste topping, vi leverer i Nordisk Films biografer, er ganske almindeligt salt, og jeg kan ikke huske, hvornår vi sidst havde en forespørgsel efter toppings til popcorn	same_sense	3857
scoring	efter en målløs første halvleg kom der gang i scoringen efter pausen med to mål indenfor tre minutter	Claus Nielsens målinstinkt fornægtede sig ikke. Han bragte Twente i front med scoringer i det 60. og 70. minut	same_sense	3153
indvandring	Inden for det sidste kvarte århundrede har en betydelig indvandring af fremmede fundet sted	Indvandringen fra land til by betyder, at flere og flere fremmedgøres fra årstiderne	same_sense	1680
versemål	Versemålet er det sædvanlige jambiske, dvs. at lange verslinjer på 12 stavelser (6 jamber) veksler med korte, der rummer 8 stavelser (4 jamber)	Ved gendigtningen er originalens versemål og rimfølge nøje blevet fulgt	same_sense	4096
