target	first_context	second_context	label	comment	pos	first_word	first_position	second_word	second_position	
længsel	allerinderst har jeg en dyb og gammel længsel efter havet. Dér vil jeg ende mine dage	Vi har ventet på checken med længsel, men jeg har ikke fået hævet den endnu	same_sense	2108	sb.	længsel	(38, 45)	længsel	(29, 36)	1
lærerinde	Jeg gik i en pigeskole, hvor der udelukkende var lærerinder, og også skoleinspektøren var en kvinde	Med en mor, som var lærerinde, og en far, som var politimand, var der krav om både at lave lektier og opføre sig ordentligt	same_sense	2109	sb.	lærerinder	(49, 59)	lærerinde	(20, 29)	1
læsebriller	Læsebrillerne balancerer helt ude på næsetippen, og han har hovedet lænet let tilbage som for at undgå, at de glider ud over kanten	jeg er blevet grå, har læsebriller og har vel egentlig også fået en ekstra friuge om året under navnet seniorferie	same_sense	2115	sb. pl.	Læsebrillerne	(0, 13)	læsebriller	(23, 34)	1
læserbrev	gennem hele læserbrevet tales der for et handlekraftigt samfund, der kan opretholde lov og orden	Jeg har gang på gang påpeget i læserbreve, at der skal mere fokus på psykiatrien	same_sense	2118	sb.	læserbrevet	(12, 23)	læserbreve	(31, 41)	1
læsion	Stikkene havde perforeret den venstre lunge og givet en læsion direkte i hjertet	kvinden .. havde pådraget sig kraftige læsioner i hovedet ved faldet mod asfalten	same_sense	2121	sb.	læsion	(56, 62)	læsioner	(39, 47)	1
løgn	Det er med en løgn som med en snebold, jo længere man triller med den, jo større bliver den	Du skal ikke tro på noget af det, de skriver. Det er løgn og propaganda alt sammen	same_sense	2122	sb.	løgn	(14, 18)	løgn	(53, 57)	1
løgnehistorie	[han] kommer med nogle løgnehistorier om de fantastiske ting, de lavede sammen	Historien om kviksølvudledningen ophidsede Glistrup meget: Det er en socialistisk løgnehistorie, at kviksølvudledningen .. var skadelig	same_sense	2125	sb.	løgnehistorier	(23, 37)	løgnehistorie	(82, 95)	1
lørdag	Mikael .. har inviteret mig i biffen lørdag aften klokken syv. Er det i orden, mor?	145 ansatte [har] accepteret at arbejde gratis på ti lørdage for at redde den kriseramte virksomhed	same_sense	2126	sb.	lørdag	(37, 43)	lørdage	(53, 60)	1
lørdag-søndag	der er flest kunder i butikken lørdag-søndag og over året flest i juli måned	Når jeg går tur især på en lørdag-søndag, bemærker jeg cyklister, der suser lydløst afsted med 40-50 km i timen med bøjet hoved, tilsyneladende uden at se til siden eller frem	same_sense	2127	sb.	lørdag-søndag	(31, 44)	lørdag-søndag	(27, 40)	1
løsning	En opdeling af rummet ved hjælp af stigereolen vil være en god løsning	vi skulle helst ikke gå ud i verden og sælge halve løsninger	same_sense	2130	sb.	løsning	(63, 70)	løsninger	(51, 60)	1
låg	Læg låg på gryden og lad retten snurre i 20 min.	i det øjeblik de lagde låget på kisten, da brød jeg fuldstændig sammen	same_sense	2131	sb.	låg	(4, 7)	låget	(23, 28)	1
lås	alle ældre [burde] sikre sig, at de har en effektiv lås og en sikkerhedskæde på deres hoveddør	Jeg havde lås på den dagbog, jeg skrev i som barn. Ikke en af dem en storebror bryder op med to af venstre hånds fingre, men en god, gedigen hængelås	same_sense	2132	sb.	lås	(52, 55)	lås	(10, 13)	1
macho	drengene lærer at blive machos, der både kan knejse selvbevidst som hanekyllinger, spytte og fløjte efter damer	Begge var handlekraftige machoer med en urokkelig drift mod at se sig selv i centrum	same_sense	2135	sb.	machos	(24, 30)	machoer	(25, 32)	1
madsted	de private hjælpeorganisationer .. har fået travlt med i en fart at oprette herberger og gratis madsteder	Det er rutinerede folk, der står bag ferieøen Fanøs nyeste madsted, Madcaféen på hovedgaden i Nordby	same_sense	2138	sb.	madsteder	(96, 105)	madsted	(59, 66)	1
magtovertagelse	man vedtog et dekret om, at juntaens magtovertagelse er forfatningsstridig	børsselskabets struktur gør en fjendtlig magtovertagelse mulig	same_sense	2139	sb.	magtovertagelse	(37, 52)	magtovertagelse	(41, 56)	1
maj	Det var meget varmt i maj det år, bøgen var sprunget ud, lun vind smøg sig mod en	nu kommer snart den lyse maj / med alle de små blomster og forglemmigej	same_sense	2140	sb.	maj	(22, 25)	maj	(25, 28)	1
makedoner	makedonerne er vel i besiddelse af gamle jugoslaviske pas	Alexander satte over Dardanellerne med .. 30.000 fodfolk og 5000 ryttere af sine egne makedonere	same_sense	2141	sb.	makedonerne	(0, 11)	makedonere	(86, 96)	1
makeup	bagefter skal jeg hjem, i bad, have fundet makeup og tøj frem og pakket ned, for jeg kan ikke nå at få det på hjemmefra	Badeværelset i lejligheden er iøjnefaldende ved, hvad der mangler: Der er ingen hårprodukter, makeup, deo'er, vatrondeller, og hvad der ellers normalt er .. i et dansk standardbadeværelse	same_sense	2142	sb.	makeup	(43, 49)	makeup	(94, 100)	1
malebog	Når hun malede i malebogen, valgte hun tuscher i samme rækkefølge som regnbuens farver	Nogle syr tøj, mens andre finder ro ved at farvelægge felter i en malebog	same_sense	2170	sb.	malebogen	(17, 26)	malebog	(66, 73)	1
mammon	I kan ikke tjene både Gud og mammon	De seks medlemmer i Gnags har formentlig aldrig dyrket mammon, men delt som gode brødre	same_sense	2180	sb.	mammon	(29, 35)	mammon	(55, 61)	1
mandag	Kuponen skal være os i hænde senest mandag den 16. marts kl. 12	Alle dage virker pludselig som mandage. Alt, hvad man foretager sig, synes at mislykkes	same_sense	2181	sb.	mandag	(36, 42)	mandage	(31, 38)	1
mandssamfund	Vi måler os med normerne fra et mandssamfund, normer som siger, at du skal være disciplineret og ikke lade dig forstyrre af uvigtige ting	hun har simpelthen været for stærk og modig for datidens mandssamfund	same_sense	2182	sb.	mandssamfund	(32, 44)	mandssamfund	(57, 69)	1
mangel	han blev løsladt på grund af mangel på bevis	Krigen havde naturligvis skabt mangel på mange ting, men ikke på mad	same_sense	2183	sb.	mangel	(29, 35)	mangel	(31, 37)	1
manifest	Surrealismens udgangspunkt var dadaismen og dens program formuleredes 1924 i et manifest af André Breton	Historien om 'Vaginamonologerne' er både et amerikansk kvindepolitisk manifest og en humoristisk provokation	same_sense	2198	sb.	manifest	(80, 88)	manifest	(70, 78)	1
manuduktion	I stedet for den traditionelle indlæringsmåde i form af forelæsninger, manuduktioner, stramt pensum og anonyme eksamener sender RUC de studerende ud i marken for at belyse emner i grupper	Studerende, som køber sig til lektiehjælp, manuduktion eller 'pirat'-undervisning, får ikke højere karakterer end andre studerende	same_sense	2199	sb.	manuduktioner	(71, 84)	manuduktion	(43, 54)	1
manuduktør	Hun har desuden arbejdet som manuduktør ved Københavns Universitet i person-, familie- og arveret	Som gammel læge mindes jeg såkaldte manuduktører, der underviste studerende op til eksamen. For os medicinere var det især i anatomi	same_sense	2205	sb.	manuduktør	(29, 39)	manuduktører	(36, 48)	1
marginalvælger	Upopulære spareplaner har det med at skræmme marginalvælgere bort	vi borgerlige marginalvælgere var parat til at stemme på en hvilken som helst politiker, blot hun lovede at sænke den øverste skattesats	same_sense	2211	sb.	marginalvælgere	(45, 60)	marginalvælgere	(14, 29)	1
marinemaler	Larsen var marinemaler og hentede sine motiver ved Øresundskysten	Marinemaleren har sat sig for at gennemføre et noget usædvanligt projekt. Han vil male det samme hav og tilhørende strand 52 gange over et år. Et maleri om ugen	same_sense	2212	sb.	marinemaler	(11, 22)	Marinemaleren	(0, 13)	1
mark	Her og der var der grønne spirer på marken, andre steder lå jorden stadig sort og nøgen	Flydende husdyrgødning må ikke bringes ud på markerne i perioden fra høst til 1. november	same_sense	2215	sb.	marken	(36, 42)	markerne	(45, 53)	1
maskingevær	Ørkenvinden fører sand .. ind i maskingeværernes ammunitionsbælter, så de sætter sig fast	[han lå] og snorkede som et maskingevær	same_sense	2218	sb.	maskingeværernes	(32, 48)	maskingevær	(28, 39)	1
mauritier	I dag gifter mauritiere sig på tværs af deres forfædres oprindelsesforhold, hvilket giver et endnu mere sammensmeltet land	Golfmanager Jeremy, en overordentlig sympatisk ung mand, mestrer som mange mauritiere tre sprog; han taler kreolsk med sit personale og engelsk eller fransk med gæsterne i klubben	same_sense	2219	sb.	mauritiere	(13, 23)	mauritiere	(75, 85)	1
mayonnaise	Rør mayonnaise og cremefraiche sammen og smag til med salt, peber og mild paprika	Olien skal kommes langsomt i, for ellers skiller mayonnaisen	same_sense	2225	sb.	mayonnaise	(4, 14)	mayonnaisen	(49, 60)	1
meddelelse	Meddelelsen om fyringerne sendte chokbølger gennem firmaet	ministeren skal udarbejde nærmere regler om fastsættelse af vilkår i forbindelse med meddelelse af godkendelser	same_sense	2226	sb.	Meddelelsen	(0, 11)	meddelelse	(85, 95)	1
medfølelse	Med næsten smertelig medfølelse følger vi Evas oplevelse af Henriks flirten med Marianne	Sygeplejersken var enestående .. en af dem der havde arbejdet på intensiv afdeling i flere år uden at miste sin medfølelse	same_sense	2227	sb.	medfølelse	(21, 31)	medfølelse	(112, 122)	1
megabyte	200 megabyte (MB) er nu grænsen for, hvor stor en app må være på Apples mobile enheder, før der skal bruges wi-fi for at hente den	Fotos fylder fra en halv megabyte til 5 megabytes, så der kan ligge mellem et par hundrede op til over 1000 fotos per gigabyte	same_sense	2228	sb.	megabyte	(4, 12)	megabyte	(25, 33)	1
mejeri	[MD Foods] er en særdeles medvirkende årsag til, at antallet af danske mejerier de sidste tyve år er skrumpet kraftigt ind	længere ned ad gaden ligger der et mindre mejeri. Der står altid en gammel kone bag disken	same_sense	2234	sb.	mejerier	(71, 79)	mejeri	(42, 48)	1
melodi	Den ene fod vipper op og ned i takt med den melodi, far fløjter	det var digterens ønske, at den populære komponist skulle sætte melodi til sangen	same_sense	2235	sb.	melodi	(44, 50)	melodi	(64, 70)	1
melon	meloner er noget af det bedste, man kan få på en varm sommerdag	Anret hummerkødet på salatblade sammen med asparges, tomater og melon	same_sense	2236	sb.	meloner	(0, 7)	melon	(64, 69)	1
menighedsråd	Det er biskoppen, der sammen med menighedsråd og provstiudvalg indstiller en ny provst til Kirkeministeriet	til efteråret skal der vælges nye menighedsråd i landets ca. 2.000 sogne	same_sense	2237	sb.	menighedsråd	(33, 45)	menighedsråd	(34, 46)	1
menneske	Mennesket er både en trussel mod de forskellige fugle- og dyrearter og sig selv	Du er det dejligste menneske, jeg har mødt i hele mit liv	same_sense	2243	sb.	Mennesket	(0, 9)	menneske	(20, 28)	1
menneskebarn	Sammenlignet med mange pattedyr fødes menneskebørn meget hjælpeløse	Kun et vindpust er menneskene, menneskebørnene er blændværk	same_sense	2258	sb.	menneskebørn	(38, 50)	menneskebørnene	(31, 46)	1
mentor	P. Rostrup Bøyesen [var] en lysende mentor for den række danske kunstnere, der fulgte hans undervisning	Mentoren er en dansk kvinde, der støtter en mentee — en kvinde af anden etnisk herkomst — til at få job eller uddannelse	same_sense	2259	sb.	mentor	(36, 42)	Mentoren	(0, 8)	1
meritokrati	Der var tale om et meritokrati; hvis du kunne noget, kunne du blive til noget	I et meritokrati er der ingen skæbne, man er selv herre over sit eget liv, så er man ryger, arbejdsløs, førtidspensionist, hjemløs, så er man efter den logik selv ude om det	same_sense	2260	sb.	meritokrati	(19, 30)	meritokrati	(5, 16)	1
merkonom	Han læser i dag til merkonom på aftenskole ved siden af sin sport og håber på en fremtid i et servicefag	Hun blev merkonom med speciale i eksport fra Niels Brock i 1996	same_sense	2261	sb.	merkonom	(20, 28)	merkonom	(9, 17)	1
metafysik	Metafysik er bl.a. at spørge efter tilværelsens evige og konstante elementer og efter forandringens årsager	med det videnskabelige livssyns indtog i forrige århundrede skilte man fysikken fra metafysikken og efterlod den til en støvet og hensygnende folkekirke	same_sense	2264	sb.	Metafysik	(0, 9)	metafysikken	(84, 96)	1
metal	Congo er i dag et ludfattigt land, men i undergrunden ligger vældige forekomster af metaller, som den industrialiserede verden har brug for	Anbring lidt sukker på en teske af metal	same_sense	2265	sb.	metaller	(84, 92)	metal	(35, 40)	1
meter	Han var ret høj .. mindst et hoved højere end mig, omkring de to meter	Sovjetunionen har støttet Finlands krav om en gennemsejlingshøjde under østbroen på 110 meter af hensyn til finske boreplatforme, som skal passere Store Bælt	same_sense	2268	sb.	meter	(65, 70)	meter	(88, 93)	1
metode	Niels Finsen, der var læge, opfandt en metode til helbredelse af hudtuberkulose	I studiet af teologi indgår både historisk, filosofisk, sprogvidenskabelig, psykologisk, juridisk og samfundsvidenskabelig metode	same_sense	2269	sb.	metode	(39, 45)	metode	(123, 129)	1
metodik	naturvidenskabernes metodik [er] baseret på eksperimenter og logiske følgeslutninger	Der er nu en vældig aktivitet om en ny metodik, hvor man tager små stykker af moderkagen ud allerede i 8.-10. graviditetsuge	same_sense	2270	sb.	metodik	(20, 27)	metodik	(39, 46)	1
middagsbord	De sidder ved et kæmpestort middagsbord, mens en butler i kjole og hvidt og lakajer i liberi varter dem op	Limfjords-naturen inspirerer til .. familiære fritidsudfoldelser, og chancen for at bjærge friskfangede rødspætter eller ål til middagsbordet er stor	same_sense	2271	sb.	middagsbord	(28, 39)	middagsbordet	(128, 141)	1
middagsmad	I aften har vi ikke planlagt noget særligt. Annie har talt om noget bacon og kartofler til vor middagsmad	Kl. 12 spiser jeg middagsmad .. Fra 1-2 en lille eftermiddagslur og kl. 3 den uundværlige eftermiddagskaffe	same_sense	2272	sb.	middagsmad	(95, 105)	middagsmad	(18, 28)	1
midnat	Jeg var hjemme klokken fem minutter over midnat og gik direkte i seng	Klokken havde passeret midnat. Der var stille i kvarteret	same_sense	2273	sb.	midnat	(41, 47)	midnat	(23, 29)	1
migrant	Oprindeligt var hans far rejst som migrant efter arbejde først i Tyskland derefter i Danmark	Uanset om du bruger ordet flygtning eller migrant, risikerer du med dit ordvalg at tage stilling til personens formål med rejsen og retten til at opholde sig i landet	same_sense	2274	sb.	migrant	(35, 42)	migrant	(42, 49)	1
mikrofon	Ved optagelser i det fri skal mikrofonen altid beskyttes med en eller anden slags vindhætte	[han] greb en mikrofon og sang den ene popsang efter den anden	same_sense	2329	sb.	mikrofonen	(30, 40)	mikrofon	(14, 22)	1
mixerpult	Han peger ind i selve maskinrummet, hvor hans mixerpult og alt hans udstyr er stablet op. "Derinde har jeg cirka 4000 ufærdige numre i arkivet, som endnu ikke er blevet udgivet. Så altså..."	teknikeren og kunstnerne selv sidder foran en mikserpult med de originale flersporsoptagelser og gennemgår med stor entusiasme diverse detaljer fra værket	same_sense	2330	sb.	mixerpult	(46, 55)	mikserpult	(46, 56)	1
mil	han red alle de mil ind til København fra Knabstrup for at se hende	Vi sidder i et vrag dybt nede, tusind mile fra land! Hvad betyder det så, om man har lidt kvalme?	same_sense	2333	sb.	mil	(16, 19)	mile	(38, 42)	1
militær	de to stormagters militær beslaglægger så enorme ressourcer, at det indirekte stjæler store dele af den tredje verdens ressourcer	Når han er færdig som kontorassistent, regner han med at skulle ind til militæret	same_sense	2334	sb.	militær	(18, 25)	militæret	(72, 81)	1
milliard	Et isbjerg af mellemstørrelse, for eksempel 1 km x 1 km x 100 meter, indeholder 100 milliarder liter drikkevand	det vil koste staten en milliard kr. at sætte afgiften på øl og vin 20 pct. ned	same_sense	2335	sb.	milliarder	(84, 94)	milliard	(24, 32)	1
mindeord	På generalforsamlingen i Skærbæk Tennisklub indledte formanden .. beretningen med at udtale smukke mindeord over afdøde	Mindeord med afsenders navn, adresse og telefonnummer skal være redaktionen i hænde senest en uge efter dødsfaldet. Mindeordet skal indeholde afdødes alder og hjemby	same_sense	2336	sb.	mindeord	(99, 107)	Mindeord	(0, 8)	1
minut	få minutters kørsel uden for byen lå fiskefabrikken	klokken 9.50 gik fødslen i gang. 10 minutter senere fødte Gitte en velskabt dreng	same_sense	2337	sb.	minutters	(3, 12)	minutter	(36, 44)	1
mirakel	Romanen udspiller sig i en overgangstid, hvor troen på djævlebesættelse og mirakler endnu er levende	Det er et mirakel, at hun ikke fik hovedet skudt af	same_sense	2340	sb.	mirakler	(75, 83)	mirakel	(10, 17)	1
mistanke	Banken fattede mistanke til den ellers korrekt udfyldte check og alarmerede politiet	Et forhold kan gå helt i smadder bare på en mistanke om utroskab	same_sense	2343	sb.	mistanke	(15, 23)	mistanke	(44, 52)	1
mistelten	I Europa kan man den dag i dag i isolerede egne møde folk, der tillægger misteltenen trolddomskraft	Man må kysse en ung pige under misteltenen	same_sense	2346	sb.	misteltenen	(73, 84)	misteltenen	(31, 42)	1
mnemoteknik	vil man øve sig i mnemoteknik er det bare at begynde med de herlige dyrs danske navne — vandloppe, bjørnedyr, polypdyr, korsetdyr og så videre	Ordsprog skal huskes; derfor skal de formes efter mnemoteknikkens regler og erfaringer: korte, ofte rytmiske, med bogstavrim og enderim	same_sense	2347	sb.	mnemoteknik	(18, 29)	mnemoteknikkens	(50, 65)	1
mobilitet	Efter forskellige operationer var min egen mobilitet nedsat	Mobiliteten er blevet større, de unge generationer er mere villige til at flytte	same_sense	2357	sb.	mobilitet	(43, 52)	Mobiliteten	(0, 11)	1
mod	Næste dag samlede han alt sit mod og overvandt tandlægens dør	Onsdag havde han været på vej til sin kompagnon for at fortælle om de manglende penge i kassen, men modet svigtede	same_sense	2358	sb.	mod	(30, 33)	modet	(100, 105)	1
mode	På onsdag viser fransk modes absolutte topdesigner, Yves Saint Laurent, sin kollektion nr. 120	Den gul/grønne karry og den rødbrune kanel er blot nogle af modens varme krydderifarver	same_sense	2359	sb.	modes	(23, 28)	modens	(60, 66)	1
moderkærlighed	moderkærlighed er den største og reneste følelse i hele verden	Der tales altid om moderkærlighed, men man glemmer, at en far kan elske sine børn lige så meget som en mor	same_sense	2360	sb.	moderkærlighed	(0, 14)	moderkærlighed	(19, 33)	1
modermælk	Modermælken er også med til at nedsætte risikoen for, at dit barn udvikler allergi	Mødrene får ikke mad nok og har derfor svært ved at producere den modermælk, der skal til for at give deres børn næring	same_sense	2363	sb.	Modermælken	(0, 11)	modermælk	(66, 75)	1
moderselskab	mens det britiske moderselskab havde en skidt økonomi, var økonomien sund hos Spies og de andre selskaber i Norden	Det er glædeligt, at Faaborg Sparekasse fortsætter som selvstændigt datterselskab under det sjællandske moderselskab	same_sense	2373	sb.	moderselskab	(18, 30)	moderselskab	(104, 116)	1
modkandidat	Bispevalget i Ribe er afgjort. Niels Holm fik 1.156 stemmer, modkandidaten Mogens Jensen 548	det ser ud til at hendes efterfølger bliver valgt uden modkandidat	same_sense	2376	sb.	modkandidaten	(61, 74)	modkandidat	(55, 66)	1
modpart	I søslag sejlede modstanderne mod hinanden, mens de forsøgte at entre modpartens skibe, at skyde dem i sænk eller beskadige dem	begge parter tillagde modparten skylden for betjentenes død	same_sense	2377	sb.	modpartens	(70, 80)	modparten	(22, 31)	1
modtræk	Som et modtræk til NATO dannede Sovjetunionen og andre kommunistiske østlande i 1955 Warszawa-pagten	bredformat-filmene opstod bl.a. også som et direkte modtræk mod fjernsynet	same_sense	2378	sb.	modtræk	(7, 14)	modtræk	(52, 59)	1
modvilje	Modviljen mod alt tysk i årene efter besættelsen var skyld i, at så få journalister talte et hæderligt tysk	han vågnede altid med kvalme og inderlig modvilje mod at stå ud af sengen	same_sense	2379	sb.	Modviljen	(0, 9)	modvilje	(41, 49)	1
mole	For enden af molen blinkede det grønne fyr	der er for nylig lavet bådebroer til gæstebåde på ydersiden af molen	same_sense	2380	sb.	molen	(13, 18)	molen	(63, 68)	1
morakker	Du er nok kommet på arbejde, hvad Thomas? Overarbejde, endda. Er du sådan en lille morakker, Thomas?	hårdt arbejde er blot morakkerens uforståelige passion	same_sense	2381	sb.	morakker	(83, 91)	morakkerens	(22, 33)	1
morder	En morder skaber panik i London. Han myrder kvinder, der er alene hjemme	Demonstranterne fordømte "morderen Gorbatjov" og det, de kaldte det "blodplettede samarbejde mellem russere, armeniere og Vesten"	same_sense	2391	sb.	morder	(3, 9)	morderen	(26, 34)	1
morgen	Det var en dejlig tirsdag morgen med solskin. Himlen var klar og blå. Klokken var lidt over syv	Nogle morgener var det umuligt for mig at komme ud af sengen	same_sense	2392	sb.	morgen	(26, 32)	morgener	(6, 14)	1
morgenmad	Min morgenmad bestod som sædvanlig af en ostemad med et krus kaffe og et stort glas sødmælk	Billigste ferie i Cairo koster 2795 kr., som dækker en uge på simpelt hotel med morgenmad	same_sense	2393	sb.	morgenmad	(4, 13)	morgenmad	(80, 89)	1
mormon	hun er troende mormon og spørger oprigtigt interesseret til mine tanker om dommedag	Det forventes, at mormoner arbejder frivilligt for kirken, og at de betaler 10 pct. af deres løn til kirken	same_sense	2394	sb.	mormon	(15, 21)	mormoner	(18, 26)	1
morskab	Nu og da gav han sig højlydt til kende fra sin plads i auditoriet, til stor morskab for forsamlingen	En klovn har jo lov at være både tragisk og morsom, men man er kun rigtig sjov, når der er indhold i morskaben	same_sense	2404	sb.	morskab	(76, 83)	morskaben	(101, 110)	1
motion	En af grundene til, at overvægten trives som aldrig før, er, at .. de ikke får motion nok	Jeg vil meget gerne deltage i noget motion og gymnastik	same_sense	2405	sb.	motion	(79, 85)	motion	(36, 42)	1
motorcykel	En motorcykel brølede forbi nede på gaden	Hen imod jul lykkes det Dan at få sparet penge nok sammen til en motorcykel, og han køber sig en Harley Davidson	same_sense	2406	sb.	motorcykel	(3, 13)	motorcykel	(65, 75)	1
motorhjelm	Kommer motoren i kog, så kør ind til siden og lad motoren gå i tomgang med motorhjelmen åben	Der er 260 hestekræfter under motorhjelmen	same_sense	2407	sb.	motorhjelmen	(75, 87)	motorhjelmen	(30, 42)	1
motorsav	To mænd udstyret med motorsav havde fældet adskillige træer og derefter skåret træet ud i længder, der var til at transportere	Motorsaven er ikke et stykke værktøj, der er brug for i hver en lille parcelhushave, men har du en større grund eller sommerhus, kan den være helt uundværlig til fældning af træer, beskæring, opstamning og til brændeopskæring	same_sense	2408	sb.	motorsav	(21, 29)	Motorsaven	(0, 10)	1
muffin	Såvel muffins som de kokoskager jeg giver dig opskrift på her er gode til te	Fordel dejen i formene og bag muffinsene i 12-15 minutter	same_sense	2409	sb.	muffins	(6, 13)	muffinsene	(30, 40)	1
mug	Når der kommer mug på franskbrød, breder det sig rundt i det hele. Det bliver mere og mere grønt	Der var både klamt og koldt i toget, lugtede af mug og metal	same_sense	2410	sb.	mug	(15, 18)	mug	(48, 51)	1
mundvig	Normalt vender mine mundvige nedad, det hele hænger, og jeg ser bare så sur ud	hans højre mundvig hænger en smule som tegn på, at han har haft en blodprop i hjernens højre temporalregion	same_sense	2411	sb.	mundvige	(20, 28)	mundvig	(11, 18)	1
murbrok	Mange huse styrtede sammen [under jordskælvet] og mennesker blev begravet under murbrokker	den 29 meter høje skorsten [væltede] og blev forvandlet til 146 tons murbrokker	same_sense	2417	sb.	murbrokker	(80, 90)	murbrokker	(69, 79)	1
murermesterhus	Brugen af de typiske danske byggematerialer såsom røde mursten og tegl blev ført videre i en af de mest populære hustyper, murermesterhuset	[byen] har al stationsbyens arkitektur, murermesterhuse .. der engang skulle vise hvem der var lidt højere på strå	same_sense	2418	sb.	murermesterhuset	(123, 139)	murermesterhuse	(40, 55)	1
musikalitet	Et menneskes musikalitet er betinget af både arveanlæg og miljøpåvirkninger	Bergstedt har den samme enkle og sprogligt forfinede musikalitet som B. S. Ingemann	same_sense	2419	sb.	musikalitet	(13, 24)	musikalitet	(53, 64)	1
musikpædagog	i sognet er der ansat to musikpædagoger, som bl.a. deltager ved babysalmesang, børnegudstjenester og konfirmandundervisning	hun vil bruge skolen som springbræt til en karriere .. som koreograf eller som musikpædagog	same_sense	2420	sb.	musikpædagoger	(25, 39)	musikpædagog	(79, 91)	1
musikterapi	musikterapi kan have en dæmpende virkning på urolig adfærd hos personer med moderat til svær demens	behandlingsgruppen fik ti terapisessioner, heraf fire med musikterapi, hvor de skulle lytte, improvisere og lære at spille et instrument	same_sense	2421	sb.	musikterapi	(0, 11)	musikterapi	(58, 69)	1
muslim	Muslimen skal bede fem bønner om dagen for at vise, at han .. underkaster sig Gud	Der bor næsten 58.000 muslimer i Danmark. Islam er landets næststørste religion	same_sense	2424	sb.	Muslimen	(0, 8)	muslimer	(22, 30)	1
mysterium	Bogen handler om klubben SOS, som skal opklare et mysterium. Hovedpersonerne skal opklare et røveri	Vi vil .. gerne forstå det store mysterium om livet og døden og os selv	same_sense	2425	sb.	mysterium	(50, 59)	mysterium	(33, 42)	1
mælkesyre	ved syrning af mælk er det mælkesukker, der omdannes til mælkesyre og smagsstoffer	Ved hårdt arbejde producerer musklerne mælkesyre	same_sense	2426	sb.	mælkesyre	(57, 66)	mælkesyre	(39, 48)	1
møbel	Vita havde arvet forældrenes møbler sammen med huset	I stuen er det dominerende møbel et kæmpestort spisebord med plads til hele familien	same_sense	2427	sb.	møbler	(29, 35)	møbel	(27, 32)	1
møblement	Karnappens møblement er let og raffineret	stuerne havde ligget en suite, adskilt af fløjdøre og med møblementet placeret langs væggene	same_sense	2428	sb.	møblement	(11, 20)	møblementet	(58, 69)	1
mødested	hun havde haft det største besvær med at slippe uset fra hotellet og hen til det aftalte mødested	filmgale schweizere .. gør Locarno til et mødested for de film, man ellers ikke ser meget til	same_sense	2429	sb.	mødested	(89, 97)	mødested	(42, 50)	1
møl	Det er møllenes larver, der spiser vores tøj og tæpper, så det er bedst at undgå, at de voksne møl kan lægge de æg, der udvikler sig til de små sultne larver	Oppe under taget sidder en insektlampe og lyser blåt. Den skal lokke lækkersultne møl til	same_sense	2430	sb.	møllenes	(7, 15)	møl	(82, 85)	1
møllevinge	Strømmen, som produceres, når møllevingerne snurrer, afsættes til det lokale elværk	hvis vejret er til det, startes de gamle møllevinger op. Jeg synes, man skal komme og se processen fra korn til brød, som man gjorde det i gamle dage	same_sense	2433	sb.	møllevingerne	(30, 43)	møllevinger	(41, 52)	1
møntvaskeri	Mit forhold til møntvaskeriet ophørte prompte og brutalt for 15 år siden, hvor jeg købte min egen lejlighed med egen vaskemaskine	En dyne til voksne kan ikke rummes i en almindelig husholdningsmaskine, den skal vaskes i en stor maskine for eksempel på møntvaskeri	same_sense	2434	sb.	møntvaskeriet	(16, 29)	møntvaskeri	(122, 133)	1
måde	Samfundet er opbygget af nogle ganske bestemte måder at gøre tingene på	jeg er ikke kammerat eller på anden måde i familie med Hr. Hans Jørgen Lundbye	same_sense	2437	sb.	måder	(47, 52)	måde	(36, 40)	1
måler	Der blev hevet efter vejret, pustet og set nøje på måleren, da over 100 både passive rygere og rygere testede indholdet af kulilte i blodet	Mindst 1 gang om året bliver måleren aflæst, og man betaler så for det el-forbrug man har haft	same_sense	2443	sb.	måleren	(51, 58)	måleren	(29, 36)	1
måned	Hvert år afholdes i marts eller april måned ordinær generalforsamling	hovedindtægtskilden er det månedlige loppemarked den første fredag i hver måned	same_sense	2444	sb.	måned	(38, 43)	måned	(27, 32)	1
måtte	alle tørrede deres fødder af på måtten, inden de gik op ad trappen	Manden, der har kjortelen på, sidder i skrædderstilling på en måtte af strå	same_sense	2447	sb.	måtten	(32, 38)	måtte	(62, 67)	1
nabo	en fin røg sivede ud gennem naboens brevsprække og snoede sig mod loftet	vi er 10 naboer som ser til hinandens huse	same_sense	2448	sb.	naboens	(28, 35)	naboer	(9, 15)	1
narkotikum	Børn født af narkomaner er selv fysisk afhængige af narkotika fra fødslen og får abstinenser	Harlem er desværre en meget ødelagt bydel i dag. Det er narkotikaen, der har ødelagt den, og den får folk til at vandre rundt som zombier	same_sense	2454	sb.	narkotika	(52, 61)	narkotikaen	(56, 67)	1
nat	Det var blevet nat. Nogle sov de uskyldiges søvn. Andre vred sig i drømme	Festen varede til langt ud på natten	same_sense	2460	sb.	nat	(15, 18)	natten	(30, 36)	1
natbus	Lissi og jeg havde været til fest hos nogle venner, og da vi ikke har bil og ikke råd til taxa, tog vi .. natbussen hjem	Jeg har taget natbussen hertil fra Rom, ti timer tog det	same_sense	2461	sb.	natbussen	(106, 115)	natbussen	(14, 23)	1
