idx	target	pos	first_context	first_word	first_position	second_context	second_word	second_position	label
6869	lejlighed	sb.	Hun fik en lejlighed på et par værelser i en af de små gader i det indre København	lejlighed	(11, 20)	nu skal jeg ved første lejlighed fortælle ham nogle drøje sandheder	lejlighed	(23, 32)	different_sense
6871	lejlighed	sb.	Enhver ved, at fornuftige lejligheder til en rimelig leje ikke hænger på træerne	lejligheder	(26, 37)	nu skal jeg ved første lejlighed fortælle ham nogle drøje sandheder	lejlighed	(23, 32)	different_sense
6881	lem	sb.	Han havde ret spinkle lemmer, men seje og stærke, temmelig små fødder og hænder	lemmer	(22, 28)	pludselig mærkede Else hans lem mod sit skød. Han havde erektion	lem	(28, 31)	different_sense
6882	lettelse	sb.	Mange .. kan nu på favorable vilkår se frem til en lettelse i arbejdsbyrden	lettelse	(51, 59)	i Danmark [må vi] satse på lettelser i moms, energiafgifter og andre punktafgifter hurtigt	lettelser	(27, 36)	same_sense
6883	lettelse	sb.	han har til familiens store lettelse bestået en styrmandseksamen	lettelse	(28, 36)	Mange .. kan nu på favorable vilkår se frem til en lettelse i arbejdsbyrden	lettelse	(51, 59)	different_sense
6884	lettelse	sb.	han har til familiens store lettelse bestået en styrmandseksamen	lettelse	(28, 36)	i Danmark [må vi] satse på lettelser i moms, energiafgifter og andre punktafgifter hurtigt	lettelser	(27, 36)	different_sense
6885	lever	sb.	Hvis vi [spiser] sundere, kan vi hjælpe leveren med sin opgave, så blodfedtet og kolesteroltallet holdes i ave	leveren	(40, 47)	Steg leveren blidt i smør et par minutter på hver side	leveren	(5, 12)	different_sense
6886	levning	sb.	Denne kirke blev i middelalderen berømt, fordi man troede, den ejede de jordiske levninger af de hellige tre konger	levninger	(81, 90)	Kun få ville gå i aflagt tøj eller spise levningerne fra i forgårs	levningerne	(41, 52)	different_sense
6887	lidelse	sb.	Vi vil ikke have lidelsen, smerten og døden på for nært hold	lidelsen	(17, 25)	det er en lidelse at høre [ham] hakke, stamme og snuble sig gennem en ganske elementær oplæsning	lidelse	(10, 17)	same_sense
6888	lidelse	sb.	Vi vil ikke have lidelsen, smerten og døden på for nært hold	lidelsen	(17, 25)	Hovedpinen kan skyldes migræne, forhøjet blodtryk eller lidelser i næse og bihuler	lidelser	(56, 64)	different_sense
6889	lidelse	sb.	det er en lidelse at høre [ham] hakke, stamme og snuble sig gennem en ganske elementær oplæsning	lidelse	(10, 17)	Hovedpinen kan skyldes migræne, forhøjet blodtryk eller lidelser i næse og bihuler	lidelser	(56, 64)	different_sense
6890	lidenskab	sb.	Hans store lidenskab var New Orleans-jazz	lidenskab	(11, 20)	Den lidenskab der var opstået mellem hende og Larry, var som en lavine, intet kunne standse	lidenskab	(4, 13)	same_sense
6891	lidenskab	sb.	En række mennesker står her .. frem og fortæller om den tærende lidenskab, vi har så svært ved at tale om: nemlig JALOUSI	lidenskab	(64, 73)	Hans store lidenskab var New Orleans-jazz	lidenskab	(11, 20)	different_sense
6892	lidenskab	sb.	En række mennesker står her .. frem og fortæller om den tærende lidenskab, vi har så svært ved at tale om: nemlig JALOUSI	lidenskab	(64, 73)	Den lidenskab der var opstået mellem hende og Larry, var som en lavine, intet kunne standse	lidenskab	(4, 13)	different_sense
6893	lig	sb.	liget [blev] i procession ført ud af huset, ledsaget af slægt og venner og båret til ligbrændingspladsen	liget	(0, 5)	benny: .. Max, kan du huske det gamle lig vi fandt nede ved mosen sidste uge? max: Det, det, det gamle lig? benny: Ja manner, tvillingebarnevognen	lig	(38, 41)	different_sense
6894	ligegyldighed	sb.	størsteparten af folkekirkens medlemmer udviser total ligegyldighed over for menighedsrådsvalgene	ligegyldighed	(54, 67)	de store danseoptrin skæmmes af sjusk og pjank og ligegyldighed	ligegyldighed	(50, 63)	same_sense
6895	ligegyldighed	sb.	Ahrends [nivellerer] nogle moderne miserer til et spørgsmål om al politiks principielle ligegyldighed	ligegyldighed	(88, 101)	Jeg lever mere intenst i dag, går ikke op i småting, gider ikke diskutere ligegyldigheder	ligegyldigheder	(74, 89)	same_sense
6899	ligegyldighed	sb.	de store danseoptrin skæmmes af sjusk og pjank og ligegyldighed	ligegyldighed	(50, 63)	Jeg lever mere intenst i dag, går ikke op i småting, gider ikke diskutere ligegyldigheder	ligegyldigheder	(74, 89)	different_sense
6896	ligegyldighed	sb.	størsteparten af folkekirkens medlemmer udviser total ligegyldighed over for menighedsrådsvalgene	ligegyldighed	(54, 67)	Ahrends [nivellerer] nogle moderne miserer til et spørgsmål om al politiks principielle ligegyldighed	ligegyldighed	(88, 101)	different_sense
6897	ligegyldighed	sb.	størsteparten af folkekirkens medlemmer udviser total ligegyldighed over for menighedsrådsvalgene	ligegyldighed	(54, 67)	Jeg lever mere intenst i dag, går ikke op i småting, gider ikke diskutere ligegyldigheder	ligegyldigheder	(74, 89)	different_sense
6902	ligevægt	sb.	Vil [en gensplejset organisme] måske helt bringe de økologiske systemer ud af ligevægt?	ligevægt	(78, 86)	Vi har ikke i de sidste 25 år været så tæt på at have ligevægt mellem valutaindtægter og -udgifter som nu	ligevægt	(54, 62)	same_sense
6901	ligevægt	sb.	Vil [en gensplejset organisme] måske helt bringe de økologiske systemer ud af ligevægt?	ligevægt	(78, 86)	I triviallitteraturens forfattergalleri var ligevægten mellem kønnene større end i finlitteraturens	ligevægten	(44, 54)	same_sense
6900	ligevægt	sb.	Som symbol på sit syn på tilværelsen valgte Montaigne selv en vægt med de to skåle i ligevægt	ligevægt	(85, 93)	Midt i kredsen [: af høns] stod hanen, den bøjede hovedet og rystede vingerne og var ved at tabe ligevægten	ligevægten	(97, 107)	same_sense
6908	ligevægt	sb.	Som symbol på sit syn på tilværelsen valgte Montaigne selv en vægt med de to skåle i ligevægt	ligevægt	(85, 93)	I triviallitteraturens forfattergalleri var ligevægten mellem kønnene større end i finlitteraturens	ligevægten	(44, 54)	different_sense
6913	ligevægt	sb.	Midt i kredsen [: af høns] stod hanen, den bøjede hovedet og rystede vingerne og var ved at tabe ligevægten	ligevægten	(97, 107)	Vi har ikke i de sidste 25 år været så tæt på at have ligevægt mellem valutaindtægter og -udgifter som nu	ligevægt	(54, 62)	different_sense
6918	ligevægt	sb.	I triviallitteraturens forfattergalleri var ligevægten mellem kønnene større end i finlitteraturens	ligevægten	(44, 54)	han var så meget ude af ligevægt, at han kunne finde på at tage sit eget liv	ligevægt	(24, 32)	different_sense
6921	lighed	sb.	Jeg var kun alt for godt bekendt med min umiddelbare lighed med det væsen, der gik for at være vores far	lighed	(53, 59)	trods al forskellighed er der utallige ligheder mellem Skandinavien og Polen	ligheder	(39, 47)	same_sense
6922	lighed	sb.	Jeg var kun alt for godt bekendt med min umiddelbare lighed med det væsen, der gik for at være vores far	lighed	(53, 59)	Socialdemokratiet ønsker et samfund, der bygger på lighed og solidaritet og på, at alle mennesker er ligeværdige	lighed	(51, 57)	different_sense
6923	lighed	sb.	trods al forskellighed er der utallige ligheder mellem Skandinavien og Polen	ligheder	(39, 47)	Socialdemokratiet ønsker et samfund, der bygger på lighed og solidaritet og på, at alle mennesker er ligeværdige	lighed	(51, 57)	different_sense
6924	lilje	sb.	vores lille have, der er fuld af gamle haveroser, liljer, lavendler, kaprifolier og andre duftende vækster tiltrækker mange insektarter	liljer	(50, 56)	Midt foran alteret stod en hvid kiste pyntet med liljer og røde roser	liljer	(49, 55)	same_sense
6925	lilje	sb.	vores lille have, der er fuld af gamle haveroser, liljer, lavendler, kaprifolier og andre duftende vækster tiltrækker mange insektarter	liljer	(50, 56)	Marias kåbe med de indvævede liljer er udtryk for den byzantinsk overdådige enhed af kirke og verdslig magt	liljer	(29, 35)	different_sense
6926	lilje	sb.	Midt foran alteret stod en hvid kiste pyntet med liljer og røde roser	liljer	(49, 55)	Marias kåbe med de indvævede liljer er udtryk for den byzantinsk overdådige enhed af kirke og verdslig magt	liljer	(29, 35)	different_sense
6930	linje	sb.	Et halvt år med en hård linie over for Vesterbros åbenlyse gadehandel med narko har givet resultat	linie	(24, 29)	Søren Mørch [skriver selv] bind 1 med nogle lange linier og gennemgående temaer på tværs af kronologien	linier	(50, 56)	same_sense
6927	linje	sb.	Klip efter den stiplede linie	linie	(24, 29)	Gennem A og C tegner vi nu en linie, og ligeledes tegnes en linie gennem B og D	linie	(30, 35)	same_sense
6929	linje	sb.	Gennem A og C tegner vi nu en linie, og ligeledes tegnes en linie gennem B og D	linie	(30, 35)	[hun] købte en gul bog med linier og satte sig til at skrive om sin barndom og sit liv	linier	(27, 33)	same_sense
6971	linje	sb.	Søren Mørch [skriver selv] bind 1 med nogle lange linier og gennemgående temaer på tværs af kronologien	linier	(50, 56)	posterne som formand for bestyrelsen og som overdirektør [skal] gå i arv i mandlig linie til efterkommere af Christian greve Gyldenløve	linie	(83, 88)	different_sense
6935	linje	sb.	Klip efter den stiplede linie	linie	(24, 29)	Søren Mørch [skriver selv] bind 1 med nogle lange linier og gennemgående temaer på tværs af kronologien	linier	(50, 56)	different_sense
6980	linje	sb.	Vi har klaget over vores telefon de sidste to-tre år, men montører har ikke kunnet finde fejl på linjen	linjen	(97, 103)	posterne som formand for bestyrelsen og som overdirektør [skal] gå i arv i mandlig linie til efterkommere af Christian greve Gyldenløve	linie	(83, 88)	different_sense
6982	linned	sb.	Jeg er købmand og handler med klæde. Silke, atlask, linned og lærred	linned	(52, 58)	Reposen på førstesalen er møbleret med glasskabe, der bliver brugt til både bøger og linned	linned	(85, 91)	different_sense
6988	liste	sb.	Der er opstillet 44 kandidater fordelt på 5 lister, hvoraf de 15 kommer til at sidde de næste 4 år i menighedsrådet	lister	(44, 50)	Lokalpolitik er en blanding af partier, lister og personer i de nære omgivelser	lister	(40, 46)	different_sense
6987	liste	sb.	sexlivet står langt nede på listen over de daglige sysler	listen	(28, 34)	Lokalpolitik er en blanding af partier, lister og personer i de nære omgivelser	lister	(40, 46)	different_sense
6986	liste	sb.	sexlivet står langt nede på listen over de daglige sysler	listen	(28, 34)	Der er opstillet 44 kandidater fordelt på 5 lister, hvoraf de 15 kommer til at sidde de næste 4 år i menighedsrådet	lister	(44, 50)	different_sense
6993	liv	sb.	Livet på øerne adskiller sig på flere måder fra livet på fastlandet	Livet	(0, 5)	patienten .. bliver stillet over for nogle reelle valgmuligheder. Ude i livet skal man jo også tage vare på sig selv	livet	(72, 77)	same_sense
6991	liv	sb.	Jeg vidste med det samme, at han skulle være manden i mit liv. Nu har vi været gift i 15 år	liv	(58, 61)	"Birgitte har altid været ""hundegal"", som hun kalder det. Hele hendes liv er hunde"	liv	(69, 72)	same_sense
6989	liv	sb.	4-5 måneder henne kan kvinden begynde at mærke fosterbevægelserne som små spjæt i underlivet — hun mærker liv	liv	(87, 90)	Hvis der er eller har været liv på Mars, kan vi tage det som et solidt vink om, at mennesket næppe er alene i Universet	liv	(28, 31)	same_sense
7139	liv	sb.	Charlotte sprudlede af liv. Hun gav os andre mod på tilværelsen	liv	(23, 26)	Så bandt hun et lyserødt silketørklæde om livet som bælte	livet	(42, 47)	different_sense
7042	liv	sb.	Vi laver et liv i poplin eller bomuld, som vi lægger ind i kjolen	liv	(12, 15)	tosset var det nu at koste nyt tøj på et gammelt liv, der snart skulle herfra	liv	(49, 52)	different_sense
7104	liv	sb.	Jeg vidste med det samme, at han skulle være manden i mit liv. Nu har vi været gift i 15 år	liv	(58, 61)	et øjeblik efter var pladsen et mylder af liv og lyde	liv	(42, 45)	different_sense
7142	livsform	sb.	Buffe [havde] uden betænkeligheder taget kvarterets naturlige livsform til sig og deltaget i utallige bræk, indtil han blev snuppet og sendt hjemmefra	livsform	(62, 70)	Helt centralt består de tekniske muligheder i, at man ved hjælp af gensplejsning kan skabe nye livsformer	livsformer	(95, 105)	different_sense
7143	livskraft	sb.	Forudsætningen for, at disse løg bevarer deres livskraft og ikke angribes af sygdomme, er, at de opbevares under gunstige forhold	livskraft	(47, 56)	Mogens .. er i besiddelse af en humoristisk sans og en livskraft, som mange raske vil misunde ham	livskraft	(55, 64)	different_sense
7144	lobby	sb.	Tjeneren var kommet frem og stod i døren til hotellets lobby mellem glasdørene	lobby	(55, 60)	Afgørende indflydelse på Kommissionens arbejde har lobbyerne. Jo flere penge du har, jo flere lobbyister kan du ansætte	lobbyerne	(51, 60)	different_sense
7145	lod	sb.	Jeg rasede indvendig, og forbandede min lod. Ja, hvor var det dog fandens ydmygende og nedværdigende at være tjenestepige	lod	(40, 43)	hele spillet endte jo med, at borgmesteren [og] viceborgmesteren fik lavet det kompromis, som jo også er politikernes lod	lod	(118, 121)	same_sense
7147	lod	sb.	hele spillet endte jo med, at borgmesteren [og] viceborgmesteren fik lavet det kompromis, som jo også er politikernes lod	lod	(118, 121)	en sådan frihed [: til frit salg og køb af jord] vil friste fattige bønder til at sælge deres lodder til nyrige spekulanter	lodder	(94, 100)	different_sense
7150	lod	sb.	en sådan frihed [: til frit salg og køb af jord] vil friste fattige bønder til at sælge deres lodder til nyrige spekulanter	lodder	(94, 100)	Lodtrækningerne sker kun blandt solgte lodder, og vi giver alle de mange heldige vindere direkte besked	lodder	(39, 45)	different_sense
7148	lod	sb.	Jeg rasede indvendig, og forbandede min lod. Ja, hvor var det dog fandens ydmygende og nedværdigende at være tjenestepige	lod	(40, 43)	Lodtrækningerne sker kun blandt solgte lodder, og vi giver alle de mange heldige vindere direkte besked	lodder	(39, 45)	different_sense
7151	loft	sb.	[det lød] som om en eller anden listede rundt oppe på loftet	loftet	(54, 60)	Loftet var fyldt med tusind gamle ting og sager fra de tre hundrede år, familien havde boet på Bredegården	Loftet	(0, 6)	same_sense
7152	loft	sb.	For boliglån kunne man forestille sig en løsning over 20 år ved at indføre et loft på 100.000 kroner pr. person i rentefradrag	loft	(78, 82)	Vi måler blyindholdet i blodet to gange på alle soldaterne under deres seks måneders tjeneste i Kosova, og viser tallene, at de nærmer sig vore grænseværdier, måler vi hver måned. Rammer værdierne loftet bliver soldaterne hjemsendt	loftet	(197, 203)	same_sense
7155	loft	sb.	hun [tog] kosten ovre i hjørnet og bankede den op i loftet, så pudset dryssede	loftet	(52, 58)	For boliglån kunne man forestille sig en løsning over 20 år ved at indføre et loft på 100.000 kroner pr. person i rentefradrag	loft	(78, 82)	different_sense
7159	loft	sb.	Loftet var fyldt med tusind gamle ting og sager fra de tre hundrede år, familien havde boet på Bredegården	Loftet	(0, 6)	For boliglån kunne man forestille sig en løsning over 20 år ved at indføre et loft på 100.000 kroner pr. person i rentefradrag	loft	(78, 82)	different_sense
7158	loft	sb.	[det lød] som om en eller anden listede rundt oppe på loftet	loftet	(54, 60)	Vi måler blyindholdet i blodet to gange på alle soldaterne under deres seks måneders tjeneste i Kosova, og viser tallene, at de nærmer sig vore grænseværdier, måler vi hver måned. Rammer værdierne loftet bliver soldaterne hjemsendt	loftet	(197, 203)	different_sense
7161	logik	sb.	Så fyrer I altså en dygtig og kreativ medarbejder, jeg har lidt svært ved at se logikken	logikken	(80, 88)	Hvis man vil forstå det, der sker i Sovjetunionen, må man tage udgangspunkt i det sovjetiske systems egen logik	logik	(106, 111)	same_sense
7162	logik	sb.	Så fyrer I altså en dygtig og kreativ medarbejder, jeg har lidt svært ved at se logikken	logikken	(80, 88)	Fra Platon og pythagoræerne henter man logik og matematik og anvender disse som den nye naturvidenskabs sprog	logik	(39, 44)	different_sense
7163	logik	sb.	Hvis man vil forstå det, der sker i Sovjetunionen, må man tage udgangspunkt i det sovjetiske systems egen logik	logik	(106, 111)	Fra Platon og pythagoræerne henter man logik og matematik og anvender disse som den nye naturvidenskabs sprog	logik	(39, 44)	different_sense
7164	lokkemad	sb.	I [fælden] udløses en falddør, når musen søger lokkemaden, som er anbragt inde i buret	lokkemaden	(47, 57)	Turister kommer ikke til Danmark ved et tilfælde. De skal lokkes, og lokkemadens hovedingrediens er service	lokkemadens	(69, 80)	different_sense
7165	lokomotiv	sb.	Togmanden fløjtede og lokomotivet slap damp ud i et langt skingert fløjt	lokomotivet	(22, 33)	Bilen var et rustent vrag af en kassevogn, der osede som et lokomotiv	lokomotiv	(60, 69)	same_sense
7166	lokomotiv	sb.	Togmanden fløjtede og lokomotivet slap damp ud i et langt skingert fløjt	lokomotivet	(22, 33)	Japan skulle påtage sig rollen som et verdensøkonomisk lokomotiv	lokomotiv	(55, 64)	different_sense
7167	lokomotiv	sb.	Bilen var et rustent vrag af en kassevogn, der osede som et lokomotiv	lokomotiv	(60, 69)	Japan skulle påtage sig rollen som et verdensøkonomisk lokomotiv	lokomotiv	(55, 64)	different_sense
7168	lokum	sb.	Ude på badeværelset sank han på knæ, og brækkede sig ned i lokummet	lokummet	(59, 67)	Når de åbnede tremmedøren til lokummet, sad der somme tider tre-fire store rotter på lokumsbrættet	lokummet	(30, 38)	different_sense
7169	lomme	sb.	Han trak en pibe og en æske tændstikker op af lommen	lommen	(46, 52)	Karlsen samlede fotoet op og stak det i lommen	lommen	(40, 46)	same_sense
7170	lomme	sb.	Han trak en pibe og en æske tændstikker op af lommen	lommen	(46, 52)	Unge mennesker .. vil gerne lære at opføre sig korrekt, så de kommer hjem med en eksportordre i lommen	lommen	(96, 102)	different_sense
7173	lomme	sb.	Karlsen samlede fotoet op og stak det i lommen	lommen	(40, 46)	Skær et par lommer ind i kødet på langs .. Fordel farsen i lommerne	lommer	(12, 18)	different_sense
7171	lomme	sb.	Karlsen samlede fotoet op og stak det i lommen	lommen	(40, 46)	Unge mennesker .. vil gerne lære at opføre sig korrekt, så de kommer hjem med en eksportordre i lommen	lommen	(96, 102)	different_sense
7176	loppe	sb.	Drengenes gamle legetøj var blandt lopperne, men de aflagte sager kan hurtigt blive interessante, når man ser dem igen	lopperne	(35, 43)	Markedet er åbent fra klokken 10 til 15, og der kan indleveres lopper til spejderne fredag den 20. september fra klokken 18 til 20	lopper	(63, 69)	same_sense
7178	loppe	sb.	Markedet er åbent fra klokken 10 til 15, og der kan indleveres lopper til spejderne fredag den 20. september fra klokken 18 til 20	lopper	(63, 69)	Al salg på dagen, både lopper og fra butikken, går til hjælpearbejde i Pakistan	lopper	(23, 29)	same_sense
7175	loppe	sb.	At blive angrebet af lopper kan bringe en familie på fortvivlelsens rand og forhindre en god nattesøvn på grund af kløe	lopper	(21, 27)	Bette Jens var lige så urolig som en sækfuld lopper og lige så temperamentsfuld som en hveps	lopper	(45, 51)	same_sense
7183	loppe	sb.	Bette Jens var lige så urolig som en sækfuld lopper og lige så temperamentsfuld som en hveps	lopper	(45, 51)	Markedet er åbent fra klokken 10 til 15, og der kan indleveres lopper til spejderne fredag den 20. september fra klokken 18 til 20	lopper	(63, 69)	different_sense
7181	loppe	sb.	At blive angrebet af lopper kan bringe en familie på fortvivlelsens rand og forhindre en god nattesøvn på grund af kløe	lopper	(21, 27)	Al salg på dagen, både lopper og fra butikken, går til hjælpearbejde i Pakistan	lopper	(23, 29)	different_sense
7180	loppe	sb.	At blive angrebet af lopper kan bringe en familie på fortvivlelsens rand og forhindre en god nattesøvn på grund af kløe	lopper	(21, 27)	Markedet er åbent fra klokken 10 til 15, og der kan indleveres lopper til spejderne fredag den 20. september fra klokken 18 til 20	lopper	(63, 69)	different_sense
7188	lov	sb.	de klassiske fysiske love gælder ikke, når man bevæger sig ned i atomernes mikrokosmos	love	(21, 25)	al planlægning lyder Murphy's lov, som siger, at alt det, der kan gå galt i en plan, går galt	lov	(30, 33)	same_sense
7185	lov	sb.	I mandags trådte den lov i kraft, der påbyder visse farlige hunde altid at have mundkurv på og blive ført i snor	lov	(21, 24)	Vi kræver en regering, som kan få lov og orden i vort samfund	lov	(34, 37)	same_sense
7186	lov	sb.	I mandags trådte den lov i kraft, der påbyder visse farlige hunde altid at have mundkurv på og blive ført i snor	lov	(21, 24)	Lovene kan kun ændres ved urafstemning efter forudgående drøftelse på et repræsentantskabsmøde	Lovene	(0, 6)	same_sense
7192	lov	sb.	Vi kræver en regering, som kan få lov og orden i vort samfund	lov	(34, 37)	al planlægning lyder Murphy's lov, som siger, at alt det, der kan gå galt i en plan, går galt	lov	(30, 33)	different_sense
7199	lov	sb.	al planlægning lyder Murphy's lov, som siger, at alt det, der kan gå galt i en plan, går galt	lov	(30, 33)	Hav kærlighed til dit medmenneske — så er hele Guds lov opfyldt	lov	(52, 55)	different_sense
7195	lov	sb.	I mandags trådte den lov i kraft, der påbyder visse farlige hunde altid at have mundkurv på og blive ført i snor	lov	(21, 24)	Hav kærlighed til dit medmenneske — så er hele Guds lov opfyldt	lov	(52, 55)	different_sense
7200	luft	sb.	Det hjælper ikke at vi sætter filtre på danske skorstene, hvis tyske og franske stadig tilsviner luften	luften	(97, 103)	Luften var elektrisk, ladet med fjendtlige følelser	Luften	(0, 6)	same_sense
7201	luft	sb.	[filmen] begynder og slutter med en panorering fra luften	luften	(51, 57)	På et tidspunkt var jeg ved at blive vanvittig af at spille over for den tomme luft hele tiden	luft	(79, 83)	same_sense
7217	luft	sb.	På et tidspunkt var jeg ved at blive vanvittig af at spille over for den tomme luft hele tiden	luft	(79, 83)	[symptomer på tarmslyng:] Måske går maven helt i stå både for afføring men især for luft	luft	(84, 88)	different_sense
7220	luft	sb.	en lille elektrisk håndventilator .. blæser en sval luft op i deres svedende ansigter	luft	(52, 56)	[symptomer på tarmslyng:] Måske går maven helt i stå både for afføring men især for luft	luft	(84, 88)	different_sense
7219	luft	sb.	Er der blot 5 cm luft mellem opvaskemaskinen og undersiden af bordet, kan I få plads til en ekstra hylde	luft	(17, 21)	[symptomer på tarmslyng:] Måske går maven helt i stå både for afføring men især for luft	luft	(84, 88)	different_sense
7221	lugt	sb.	Her er helt utrolig dejligt med denne lugt af tang og tjære, fisk og hav	lugt	(38, 42)	Hestene var væk. Der var grisestald nu. Det er en anden lugt	lugt	(56, 60)	same_sense
7222	lugt	sb.	Her er helt utrolig dejligt med denne lugt af tang og tjære, fisk og hav	lugt	(38, 42)	Svulsterne brast, og afgav puds og lugt	lugt	(35, 39)	same_sense
7223	lugt	sb.	Hestene var væk. Der var grisestald nu. Det er en anden lugt	lugt	(56, 60)	Svulsterne brast, og afgav puds og lugt	lugt	(35, 39)	same_sense
7224	lugt	sb.	Her er helt utrolig dejligt med denne lugt af tang og tjære, fisk og hav	lugt	(38, 42)	For de fleste pattedyr er lugt og smag vigtigere end syn og hørelse	lugt	(26, 30)	different_sense
7225	lugt	sb.	Hestene var væk. Der var grisestald nu. Det er en anden lugt	lugt	(56, 60)	For de fleste pattedyr er lugt og smag vigtigere end syn og hørelse	lugt	(26, 30)	different_sense
7226	lugt	sb.	Svulsterne brast, og afgav puds og lugt	lugt	(35, 39)	For de fleste pattedyr er lugt og smag vigtigere end syn og hørelse	lugt	(26, 30)	different_sense
7227	lunge	sb.	den tunge, usunde luft i byen var den rene gift for drengens lunger og luftveje	lunger	(61, 67)	Nivå landsby er et attraktivt boligområde .. naturens store grønne lunge har sine spidser helt inde i byen, man kan trække vejret her	lunge	(67, 72)	different_sense
7228	lyd	sb.	Når katte spinder, kommer lyden fra stemmebåndene	lyden	(26, 31)	gaden var tom og næsten helt stille, kun den fjerne lyd af legende børn nåede hende gennem tusmørket	lyd	(52, 55)	same_sense
7229	lyd	sb.	Når katte spinder, kommer lyden fra stemmebåndene	lyden	(26, 31)	[vi] kører ud og laver lyd for grupper, hvor vi så har lært noget om mixere og forskellige filtre og ekkoer og effekter	lyd	(23, 26)	same_sense
7230	lyd	sb.	gaden var tom og næsten helt stille, kun den fjerne lyd af legende børn nåede hende gennem tusmørket	lyd	(52, 55)	[vi] kører ud og laver lyd for grupper, hvor vi så har lært noget om mixere og forskellige filtre og ekkoer og effekter	lyd	(23, 26)	same_sense
7231	lyd	sb.	Når katte spinder, kommer lyden fra stemmebåndene	lyden	(26, 31)	Jeg tror ikke, han vil gøre noget — vi har jo aldrig hørt en lyd fra ham	lyd	(61, 64)	different_sense
7232	lyd	sb.	gaden var tom og næsten helt stille, kun den fjerne lyd af legende børn nåede hende gennem tusmørket	lyd	(52, 55)	Jeg tror ikke, han vil gøre noget — vi har jo aldrig hørt en lyd fra ham	lyd	(61, 64)	different_sense
7233	lyd	sb.	[vi] kører ud og laver lyd for grupper, hvor vi så har lært noget om mixere og forskellige filtre og ekkoer og effekter	lyd	(23, 26)	Jeg tror ikke, han vil gøre noget — vi har jo aldrig hørt en lyd fra ham	lyd	(61, 64)	different_sense
7234	lyn	sb.	I tordenvejr ser vi lynet, før vi hører bulderet	lynet	(20, 25)	Et lyn brændte sig vej gennem min krop, et chok af forskrækkelse og skamfuldhed	lyn	(3, 6)	different_sense
7240	lys	sb.	hun længtes efter lys og luft, varme og sol	lys	(18, 21)	Jeg har slukket lyset på værelset og sidder og skriver i stearinlysets og skærmens forenede skær	lyset	(16, 21)	same_sense
7239	lys	sb.	[Spektrofotometret] måler lysabsorbering på bølgelængder i det ultraviolette område — altså lys hinsides violet, som ikke kan ses af mennesker	lys	(26, 29)	Jeg har slukket lyset på værelset og sidder og skriver i stearinlysets og skærmens forenede skær	lyset	(16, 21)	same_sense
7237	lys	sb.	Solens lys og varme er livets elementært givne goder	lys	(7, 10)	Jeg har slukket lyset på værelset og sidder og skriver i stearinlysets og skærmens forenede skær	lyset	(16, 21)	same_sense
7254	lys	sb.	[Spektrofotometret] måler lysabsorbering på bølgelængder i det ultraviolette område — altså lys hinsides violet, som ikke kan ses af mennesker	lys	(26, 29)	han [tripper] rundt fra skænk til skænk og puster lysene i de svære, arvede stager ud	lysene	(50, 56)	different_sense
7246	lys	sb.	[Spektrofotometret] måler lysabsorbering på bølgelængder i det ultraviolette område — altså lys hinsides violet, som ikke kan ses af mennesker	lys	(26, 29)	sagen [er] ikke i mediernes lys	lys	(28, 31)	different_sense
7272	lys	sb.	sagen [er] ikke i mediernes lys	lys	(28, 31)	Bådene på havet tegnede sig tydeligere, og lysene på dem sås kun svagt nu	lysene	(43, 49)	different_sense
7280	lyst	sb.	Hun havde lyst til en cigaret	lyst	(10, 14)	Jeg kunne have lyst til at fortælle dig noget, som jeg ikke har fortalt de andre	lyst	(15, 19)	same_sense
7281	lyst	sb.	de 75 illustrationer til børnebibelen har været en lyst at lave	lyst	(51, 55)	han har en udstråling, så det er en lyst	lyst	(36, 40)	same_sense
7287	lyst	sb.	Jeg kunne have lyst til at fortælle dig noget, som jeg ikke har fortalt de andre	lyst	(15, 19)	Et vellykket seksuelt samvær er altid afhængigt af lysten hos begge parter	lysten	(51, 57)	different_sense
7289	lyst	sb.	han har en udstråling, så det er en lyst	lyst	(36, 40)	Et vellykket seksuelt samvær er altid afhængigt af lysten hos begge parter	lysten	(51, 57)	different_sense
7284	lyst	sb.	Jeg kunne have lyst til at fortælle dig noget, som jeg ikke har fortalt de andre	lyst	(15, 19)	de 75 illustrationer til børnebibelen har været en lyst at lave	lyst	(51, 55)	different_sense
7291	længde	sb.	[flyene måtte] flyve på langs af Israel, der i hele sin længde blot er omkring 400 km	længde	(56, 62)	Det, at man måske rammer en bøje, kan være nok til at standse båden fuldstændig og så sætter man flere længder til	længder	(103, 110)	same_sense
7295	længde	sb.	Det, at man måske rammer en bøje, kan være nok til at standse båden fuldstændig og så sætter man flere længder til	længder	(103, 110)	To mænd udstyret med motorsav havde .. skåret træet ud i længder, der var til at transportere	længder	(57, 64)	same_sense
7294	længde	sb.	Tegn .. boligen i målestoksforhold 1:100. Angiv på tegningen længde og bredde af hvert rum	længde	(61, 67)	To mænd udstyret med motorsav havde .. skåret træet ud i længder, der var til at transportere	længder	(57, 64)	same_sense
7296	længde	sb.	[flyene måtte] flyve på langs af Israel, der i hele sin længde blot er omkring 400 km	længde	(56, 62)	renten vil være påvirket af restløbetidens længde	længde	(43, 49)	different_sense
